"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Offshore power production and marine stakeholders: from understanding conflict to impact mitigation","https://scispace.com/paper/offshore-power-production-and-marine-stakeholders-from-1e2h0h1udo","2012","Dissertation","","Karen A. Alexander","","https://pure.uhi.ac.uk/files/3084771/Karen_Alexander.pdf","… This study was conducted in collaboration with the EU FP7 project KnowSeas, although … Coastal communities in Denmark were willing to pay to have offshore wind farms placed further …","...................................................................................................................................... i Acknowledgements .................................................................................................................... ii List of Tables .......................................................................................................................... viii List of Figures ............................................................................................................................. x List of Equations ...................................................................................................................... xii List of Abbreviations .............................................................................................................. xiii Chapter 1 Introduction .............................................................................................................. 1 1.1 Background and research rationale ................................................................................... 1 1.1.1 Marine Renewable Energy ......................................................................................... 1 1.1.2 The Ecosystem Approach to marine management ..................................................... 6 1.1.3 The Ecosystem Approach to Marine Renewable Energy ......................................... 10 1.2 Aims and objectives ........................................................................................................ 11 1.3 Thesis layout ................................................................................................................... 13 Chapter 2 The potential consequences of MRED installations on users of the sea: a ‘Rapid Review’. .................................................................................................................................... 16 2."
"The social dynamics of turbine tourism and recreation: Introducing a mixed-method approach to the study of the first US offshore wind farm","https://scispace.com/paper/the-social-dynamics-of-turbine-tourism-and-recreation-4trpb7uyp8","2018","Journal Article","Energy research and social science","Hollie Smith
Tiffany Smythe
Amelia Moore
David Bidwell
Jennifter McCann","10.1016/J.ERSS.2018.06.018","https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1022&context=maf_facpubs","… details how an interdisciplinary team of researchers used a mixed-method approach to study the social dimensions of tourism and recreation as they relate to the first offshore wind farm …","Understanding the complex dynamics that influence energy transitions requires mixed methods and collaborations among researchers, resource managers, and communities. This essay details how an interdisciplinary team of researchers used a mixed-method approach to study the social dimensions of tourism and recreation as they relate to the first offshore wind farm in the United States, the Block Island Wind Farm. Although impacts to tourism from wind energy systems are widely cited as a concern by communities and policymakers, little work has sought to define what constitutes tourism and recreation impacts or provided empirical evidence of impacts from operating projects. Researchers adopted an iterative approach to research that combined discrete studies using media content analysis, ethnographic participant observation, and stakeholder focus groups, to understand the social effects of the wind farm on the tourism and recreation experience and the quality of life in Block Island and coastal Rhode Island. We detail key insights from our experimentation with an iterative mixed-method approach at Block Island and offer lessons for future studies using collaborative approaches to understand both the tangible and the intangible social dynamics of energy system transitions."
"Evaluation of potential areas for offshore wind energy development in Mexico considering sustainability criteria","https://scispace.com/paper/evaluation-of-potential-areas-for-offshore-wind-energy-jiq5rofi7c1d","2025","Journal Article","Renewable Energy","Jose Antonio Hernández-Galvez
Geovanni Hernández Galvez
Quetzalcóatl Hernández-Escobedo
Orlando Lastres Danguillecourt
Pascual López de Paz
Omar Sarracino Martínez
Antonio Verde Añorve
José Rafael Dorrego Portela","10.1016/j.renene.2025.124127","","… Marine spatial planning for the installation of offshore wind farms … areas for the development of offshore wind farms in four marine … This suggests that offshore wind energy could play a …",""
"Centering coastal communities' diverse economic practices in the blue economy","https://scispace.com/paper/centering-coastal-communities-diverse-economic-practices-in-ziekz32l3avj","2025","Journal Article","Geoforum","Anna S. Antonova
Wesley Flannery
Sílvia Gómez
Madeleine Gustavsson
Maria Hadjimichael
Brendan Murtagh
Kristen Ounanian
Sunniva Midthaug Solnør
Vida Maria Daae Steiro
Kristina Svels","10.1016/j.geoforum.2025.104410","","… eyes of coastal communities and their socio-ecological relations. We draw on local knowledge acquired from research we have conducted in six coastal communities across Europe – …",""
"The impacts of offshore wind farms (OWFs) on local tourism and recreation--evolving lessons from practice","https://scispace.com/paper/CJ1vR4JIB7IJ","","","","J Glasson
B Durning
K Welch","","https://www.lidsen.com/journals/jept/jept-04-04-037/jept.2204037.pdf","… tourism and recreation in coastal communities, especially in … This is particularly so in Europe, and especially in the UK. … , with a focus on sustainability initiatives and often on particular …",""
"The new wave of ocean industrialization and the challenges for biodiversity conservation in the Mediterranean Sea: the case of the Costa Brava","https://scispace.com/paper/the-new-wave-of-ocean-industrialization-and-the-challenges-43ynvri3juxz","2025","Journal Article","Dental science reports","Josep Lloret
P. Wawrzynkowski
Rafael Sardá
R. Rigall
A. Mujal-Colilles","10.1038/s41598-025-15279-z","https://www.nature.com/articles/s41598-025-15279-z.pdf","… Notably, planned offshore wind farms and hydrogen … legislation, have fisheries sustainability as their primary goal … economic benefits to coastal communities, and the EU as a whole…","To explore the new wave of ocean industrialization and the associated environmental challenges for biodiversity conservation in the Mediterranean Sea, we present here a case study of the Costa Brava region (northwestern Mediterranean), where conservation measures -particularly in areas of high ecological value-, are under increasing stress from new and emerging industrial activities. Using multiple data sources, and a spatiotemporal approach, this article considers the different economic activities in the study area and focuses on the various environmental impacts they may have. Fisheries and aquaculture landings, leisure boating infrastructure (berths), and cruise passenger activity exhibit particularly high levels both inside and near Marine Protected Areas (MPAs), as well as within or adjacent to other areas of conservation value. Notably, planned offshore wind farms and hydrogen pipelines are also located within or in close proximity to MPAs and other areas of conservation value. Our results indicate that the current Good Environmental Status (GES) of MPAs-a key concept describing ecosystems that are productive, resilient, and capable of sustaining both biodiversity and human activities-could be compromised by industrial activities, particularly those that have expanded in the region since the 2000s, including leisure boating, international cruising, and emerging industries such as offshore wind farms, hydrogen pipelines, and desalination plants. "
"Strategic Human Resource Development for a Sustainable Blue Economy: Developing Ocean-Smart Talent","https://scispace.com/paper/24vxU3CMCcUJ","","","","S Goswami
BK Goswami
RK Srivastava","","","… significant investments in offshore wind worker preparedness. … small-scale fishermen and coastal communities, may be … Offshore wind is central, with over 300,000 jobs in Europe by …",""
"Offshore wind turbine visibility and visual impact threshold distances","https://scispace.com/paper/JrQY_5VWPc4J","","","","RG Sullivan
LB Kirchler
J Cothren","","https://www.academia.edu/download/41556409/RESEARCH_ARTICLE_Offshore_Wind_Turbine_V20160125-6964-1jojz9y.pdf","… Europe to explore the visibility of onshore and offshore wind … residents and visitors in coastal communities. Complete, accurate … to minimize potential environmental and social impacts. …",""
"A call for a blue degrowth: unravelling the European Union's fisheries and maritime policies","https://scispace.com/paper/a-call-for-a-blue-degrowth-unravelling-the-european-union-s-3tgmpkxdee","2018","Journal Article","Marine Policy","Maria Hadjimichael","10.1016/J.MARPOL.2018.05.007","https://www.academia.edu/download/57680073/Hadjimichael_BlueDegrowth.pdf","… through an analysis of the main tools the EU has promoted as solutions to the fisheries crisis (… Additionally, the sectors promoted by the EU's Blue Growth strategy (marine aquaculture, …",""
"Briefing: the EU Ocean Pact and Marine Protected Areas","https://scispace.com/paper/cgC5NymGQOUJ","","","","S Carlos","","https://seas-at-risk.org/wp-content/uploads/2025/04/Briefing-The-EU-Ocean-Pact-and-Marine-Protected-Areas.pdf","… -resilient and prosperous coastal communities across Europe. … offshore renewable energy are not placed within EU MPAs. … fishers’ commitment to sustainability. Following concerns over …",""
