"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Porty Morskie Jako Przedmiot Badań W Naukach Ekonomicznych","https://scispace.com/paper/porty-morskie-jako-przedmiot-badan-w-naukach-ekonomicznych-9iquq1u1ivfz","","","","A. Grzelakowski","10.18276/ptl.2017.37-05","","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes Polish port economics, uses Polish sources, offers retrospective view of port research, but lacks Janiszewski, marinization, or sociological theory.","Przedmiotem rozwazan autora jest analiza rozwoju myśli ekonomicznej i teorii budowanej w ramach tej dyscypliny i dyscyplin pokrewnych w Polsce, dotyczących sposobu postrzegania portow morskich jako integralnych skladnikow systemu transportowego kraju oraz elementow jego przestrzeni ekonomicznej. Autor podejmuje probe określenia kierunku ewolucji, jaka dokonala sie w okresie ostatniego polwiecza w naukach ekonomicznych, a w szczegolności w ekonomice transportu i portow morskich w obszarze dotyczącym badania istoty oraz charakteru, roli i funkcji tych organizmow gospodarczych. Celem podjetych badan jest nie tylko charakterystyka i ocena dorobku naukowego, jaki powstal w tej dziedzinie w Polsce, ale takze proba ustalenia wzajemnych relacji miedzy teorią i praktyką funkcjonowania i rozwoju portow morskich w tym okresie. W artykule posluzono sie metodą analizy – glownie retrospektywnej i krytyki piśmiennictwa naukowego, dotyczącego bezpośrednio i pośrednio problematyki portowej badanej w aspekcie ekonomicznym, a w tym przede wszystkim w dyscyplinie ekonomia i zarzadzanie. Uzyskane wyniki badan wskazują na: 1) istnienie ścislych relacji miedzy sferą badan dotyczących portow morskich w Polsce i ich rozwojem oraz 2) silną dominacje ośrodkow naukowych Gdanska i Szczecina, jako glownych aglomeracji portowych i ośrodkow uniwersyteckich w podejmowaniu i realizacji tego typu badan. Nalezy podkreślic, ze na nich ciązy takze obecnie, w dobie rozwoju logistyki i globalnych lancuchow dostaw, obowiązek prowadzenia badan sektora portowego i jego relacji z otoczeniem krajowym i miedzynarodowym w ramach nowej formuly ekonomiki portowej."
"Transforming workplaces in Polish Shipbuilding. A note on maritime sociology considering the Great Transformation of the sea industry","https://scispace.com/paper/transforming-workplaces-in-polish-shipbuilding-a-note-on-2owaffehbf","2016","","","Peter Wegenschimmel","","https://scispace.com/pdf/transforming-workplaces-in-polish-shipbuilding-a-note-on-2owaffehbf.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Polish shipyard case studies to illustrate maritime sociology; lacks any discussion of Janiszewski's marinization theory or definition of the concept.",""
"Reorientacja Polski z „Kresów Wschodnich” na Bałtyk i morski kod nowoczesności w dyskursie polskim dwudziestolecia międzywojennego (ze szczególnym uwzględnieniem reportażu)","https://scispace.com/paper/reorientacja-polski-z-kresow-wschodnich-na-baltyk-i-morski-16z5e3ll5v","2024","Journal Article","","Jagoda Jagoda Wierzejska","10.31338/2657-599x.ph.2023-3.2","","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Polish interwar discourse to examine Baltic reorientation and cultural maritime identity; lacks Janiszewski or marinization theory, focuses on historical narrative rather than sociological analysis.","The article provides an analysis of the Polish discourse concerning the phenomenon of Poland’s reorientation towards the Baltic Sea and an innovative ideological project of the “Maritime Poland” in the interwar period. Poland’s traditional geopolitical orientation used to be directed towards the East and South-East, primarily towards the lands of today’s Dnieper Ukraine, called in Polish the “Eastern Borderlands”. Such orientation had a colonial character, was ideologically rooted in Sarmatism and strongly stimulated by the Union of Lublin (1569). At the turn of the 20th century, an increasing number of Polish discourse’s manifestations started call- ing for revision of Poland’s traditional ties with that macro-region and its entanglement in conflicts that had led to the collapse of the Polish-Lithuanian Commonwealth. These voices pointed to the need to orient future Poland towards the Baltic Sea as a condition for Poland’s geopolitical and even national existence. The regaining of independence, together with access to the sea and the construction of the city and port of Gdynia gave a definite shape to Poland’s once hypothetical maritime orientation. This achievement was associated not only with the development of modern architecture, urban planning and the geopolitical configuration of the “New Europe”, but also with the development of the “Maritime Poland”, an ideological project which constituted a kind of “text” accompanying and stimulating the development of Gdynia. The text spoke, on the one hand, about the importance of the Baltic Sea for the Polish state and its economy, and on the other, about building a new cultural identity for Poland, a modern identity for its citizens and modernist values in individual and collective life. This article deals with the latter – cultural – aspect of the “Maritime Poland” project. The analysis is conduct- ed based on emanations of Polish discourse primarily in the period between 1918 and 1939, with a particular focus on discourse in the reportage genre."
"Polska polityka morska za panowania ostatnich dwóch Jagiellonów i jej pokłosie","https://scispace.com/paper/polska-polityka-morska-za-panowania-ostatnich-dwoch-1yq3rxejil","2012","","","Grzegorz Piwnicki
Adam Klein","","https://scispace.com/pdf/polska-polityka-morska-za-panowania-ostatnich-dwoch-1yq3rxejil.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Focuses on Polish maritime policy under the Jagiellons, providing a historical overview in Polish. No link to Janiszewski or marinization theory, nor sociological analysis.",""
"Na drodze do „czerwonego uniwersytetu”. Powstanie Uniwersytetu Szczecińskiego w świetle opinii szczecińskiej prasy podziemnej (1984–1985)","https://scispace.com/paper/ux4K2nwl-x8J","","","","T Ślepowroński","","https://bibliotekanauki.pl/articles/30146956.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Polish underground press analysis to trace University of Szczecin’s founding; focuses on Polish context and written in Polish; lacks any discussion of marinization theory or maritime sociology, offering only a general historical narrative.",""
"Morski wymiar polsko-radzieckiej współpracy wojskowej w latach 1945-1989","https://scispace.com/paper/morski-wymiar-polsko-radzieckiej-wspolpracy-wojskowej-w-3pous1aj","2023","Journal Article","Przegląd Wschodnioeuropejski","A. Drzewiecki","10.31648/pw.8461","","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Polish-Soviet naval cooperation (Polish context, Polish language) with historical overview; does not discuss Janiszewski, marinization theory, or maritime sociology, nor include case studies of communities.","The term cooperation in reference to its Polish-Soviet dimension has few adherents today. The dominant terminology emphasizes our across-the-board dependence on the eastern ""partner""; many of those people write and speak of ""Soviet occupation"". I think it is a consequence of a certain historical policy, which, on the one hand, aims at obliterating the real image of the People's Republic of Poland in the memory of contemporary generations, and, on the other hand, takes recourse to a quite common opinion about the hostility of the USSR (also of the Russian Federation) in order to shape anti-Soviet and anti-Russian attitudes of Poles. The political and military reality of the years 1945-1989 was more complex, also in the area of the Polish-Soviet naval cooperation, and hence I intend to reflect on it in order to deepen its understanding beyond the known and oft-repeated political clichés."
"The Changing Maritime Industry Sector in Poland: Organizational Field and Organizational Culture","https://scispace.com/paper/the-changing-maritime-industry-sector-in-poland-1jbvhvt10g","2019","Journal Article","Pomorstvo","Agnieszka Kołodziej-Durnaś","10.31217/P.33.2.15","https://scispace.com/pdf/the-changing-maritime-industry-sector-in-poland-1jbvhvt10g.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Poland's maritime sector and uses organizational/ maritime sociology lenses, but lacks Janiszewski's marinization theory and does not define the concept.","This article outlines the transformations in the maritime industry sector in Poland from the perspective of organizational sociology and maritime sociology. The author attempts to analyze the main tendencies of changes occurring in the Polish maritime economy in the recent decades, and special attention is paid to the phenomena of organizational field and organizational culture. The research results are based on the analysis of documents, literature, and interviews (IDIs). Whereas the situation of the Polish maritime industry during the communist regime is briefly described as the background for further considerations, the author focuses more on the last thirty years of Polish transformation (triggered by the Round Table talks in 1989) and the fifteen years of Poland’s membership in the European Union."
"Współcześni polscy marynarze – kręgi izolacji.","https://scispace.com/paper/wspolczesni-polscy-marynarze-kregi-izolacji-2l788g5702","2014","","","Agnieszka Kołodziej-Durnaś","","https://scispace.com/pdf/wspolczesni-polscy-marynarze-kregi-izolacji-2l788g5702.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Polish sailors and their isolation, uses Poland as the primary setting. Does not discuss Janiszewski's marinization theory or define the concept, but applies sociological interview methods to a maritime community.",""
"Poland's Maritime Policy - the Past, a new Approach","https://scispace.com/paper/poland-s-maritime-policy-the-past-a-new-approach-4z6yrbdj3q","2017","Journal Article","","Michał Pluciński","10.18276/EPU.2017.128-01","https://scispace.com/pdf/poland-s-maritime-policy-the-past-a-new-approach-4z6yrbdj3q.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Poland's maritime policy and governance, providing strong national context. Lacks Janiszewski or marinization theory, offers limited sociological analysis, and does not include Polish-language text or historical case studies.","The article aims at analyzing the prior stages of Poland's maritime economy development and maritime policy operated towards it. There is also presented the role of the public factor with regard to Poland's maritime policy, including independent, local governments which were estab­lished after the economic transformation of Poland had begun. The last part of the article concerns a new, integrated approach to maritime policy advocated by the EU. An integrated approach towards various areas of maritime policy employed in Poland is presented in the document Polityka Morska Rzeczypospolitej Polskiej do roku 2020 (z perspektywą do 2030 roku) [The Republic of Poland's maritime policy until 2020 (with an outlook to the year 2030)], approved by the Council of Ministers on 17 March 2015. As regards its nature, the future maritime policy employed by Poland will be much more similar to a regional policy than to typical sectorial policies. Entities different to state administration, including regional and local governments, will be, to a greater extent than previ­ously, involved in its employment."
"Theoretical considerations on understanding of the phenomenon of maritime tourism in Poland and the world.","https://scispace.com/paper/theoretical-considerations-on-understanding-of-the-5cl1fh6ksn","2012","","","Joanna Kizielewicz","","https://scispace.com/pdf/theoretical-considerations-on-understanding-of-the-5cl1fh6ksn.pdf","- **Relevance Score:** 21/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Polish maritime tourism terminology and classification, providing Polish‑centric analysis; lacks Janiszewski’s marinization theory and sociological framing; written in Polish with limited historical context; no empirical community case studies.","In the polish literature there is noticeable the lack of terminology of maritime tourism and its classification. This issue has been treated rather occasionally till now, without any deeply analysis of the basic definitions and concepts. The maritime tourism is variously defined by different sectors in various conutries, it means by: geographers, planners, experts of marine sector, tour-operators or ferry and cruising companies. In this light, it seems reasonable to try to sort out the basic terms and concepts. The main aim of this article is the analysis of the existing definitions and classification proposed in the literature of Polish and foreign languages. It is also made the critical analysis of these definitions and concepts. The value added of the article is the attempt to define maritime tourism by the author. Moreover, the author shows a list of criteria that could be implemented in the statistical researches of demand in the maritime tourism sector and possible forms of maritime tourism. The researches were realized using a method of desk research, a critical analysis of the available literature and comparative analysis."
"Paprikash (‘Paprykarz szczeciński’): transformation of maritime identities and domestication of ethnic food","https://scispace.com/paper/paprikash-paprykarz-szczecinski-transformation-of-maritime-1ixnboyv","2022","Journal Article","Journal of Ethnic Foods","Maciej Kowalewski
Robert Bartłomiejski","10.1186/s42779-022-00151-6","https://scispace.com/pdf/paprikash-paprykarz-szczecinski-transformation-of-maritime-1ixnboyv.pdf","- **Relevance Score:** 21/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses maritime sociology to examine food identity shifts, includes Polish references but lacks Janiszewski theory, marinization terminology, and Polish-language or detailed historical case studies.",""
"Porty morskie jako przedmiot badań w naukach ekonomicznych","https://scispace.com/paper/porty-morskie-jako-przedmiot-badan-w-naukach-ekonomicznych-354yy79pti","2017","Journal Article","","Andrzej Grzelakowski","10.18276/PTL.2017.37-26","https://scispace.com/pdf/porty-morskie-jako-przedmiot-badan-w-naukach-ekonomicznych-354yy79pti.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes Polish port economics, written in Polish, but lacks Janiszewski, marinization theory, or sociological focus and provides no historical or case‑study context.","Przedmiotem rozwazan autora jest analiza rozwoju myśli ekonomicznej i teorii budowanej w ramach tej dyscypliny i dyscyplin pokrewnych w Polsce, dotyczących sposobu postrzegania portow morskich jako integralnych skladnikow systemu transportowego kraju oraz elementow jego przestrzeni ekonomicznej. Autor podejmuje probe określenia kierunku ewolucji, jaka dokonala sie w okresie ostatniego polwiecza w naukach ekonomicznych, a w szczegolności w ekonomice transportu i portow morskich w obszarze dotyczącym badania istoty oraz charakteru, roli i funkcji tych organizmow gospodarczych. Celem podjetych badan jest nie tylko charakterystyka i ocena dorobku naukowego, jaki powstal w tej dziedzinie w Polsce, ale takze proba ustalenia wzajemnych relacji miedzy teorią i praktyką funkcjonowania i rozwoju portow morskich w tym okresie. W artykule posluzono sie metodą analizy – glownie retrospektywnej i krytyki piśmiennictwa naukowego, dotyczącego bezpośrednio i pośrednio problematyki portowej badanej w aspekcie ekonomicznym, a w tym przede wszystkim w dyscyplinie ekonomia i zarzadzanie. Uzyskane wyniki badan wskazują na: 1) istnienie ścislych relacji miedzy sferą badan dotyczących portow morskich w Polsce i ich rozwojem oraz 2) silną dominacje ośrodkow naukowych Gdanska i Szczecina, jako glownych aglomeracji portowych i ośrodkow uniwersyteckich w podejmowaniu i realizacji tego typu badan. Nalezy podkreślic, ze na nich ciązy takze obecnie, w dobie rozwoju logistyki i globalnych lancuchow dostaw, obowiązek prowadzenia badan sektora portowego i jego relacji z otoczeniem krajowym i miedzynarodowym w ramach nowej formuly ekonomiki portowej."
"L'évolution des sociétés portuaires et la démaritimisation des villes ports en Europe continentale du nord-ouest","https://scispace.com/paper/l-evolution-des-societes-portuaires-et-la-demaritimisation-uf8is6kcpz","1997","","","A. C. Vigarie","","","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses maritimisation concept to analyse 19th‑century port city transformations in north‑west Europe; offers historical perspective but lacks Janiszewski, Polish focus, or Polish language.","La notion de maritimisation n'est pas recente ; elle recouvre toutes formes de penetration et de modelage d'une societe ou d'un groupe par les influences de la mer, des navires, des activites portuaires : organisation economique, sociale, mentalites, comportements, vision du monde exterieur, etc. Or, depuis le milieu du XIX e siecle, l'evolution de la vie oceanique a modifie les aspects de cette maritimisation des villes-ports. Ce fut d'abord la phase patricienne dominee par les bourgeoisies du negoce lointain et de l'armement, avec les repercussions qui s'en suivent sur la main d'oeuvre des quais et des flottes, sur le peuplement urbain par consequent. Puis cette structure se desorganise, avec la progressive perte du pouvoir de gestion des bourgeoisies de la mer, qui se produit avec quelques nuances selon les ports francais ou hanseates. La montee de nouvelles formes d'autorite, l'effondrement moderne des effectifs de marins et d'ouvriers des quais, la penetration vigoureuse d'influences continentales dans le commandement du commerce maritime, conduisent a l'affaiblissement de l'ancien pouvoir de decision des vieilles cites de la mer sur leur port, et provoquent une demaritimisation de ces villes portuaires, dont il faudrait mesurer les repercussions sur les echanges oceaniques"
"Polish Shipping Under Communism","https://scispace.com/paper/polish-shipping-under-communism-231srny1fn","2001","Book","","Michael Roe","","","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a detailed historical overview of Polish shipping under communism, covering institutions, policies, and industry developments, but lacks any reference to Janiszewski, marinization theory, or sociological analysis.","The Communist system and Polish shipping Polish shipping and the CMEA the crisis of the 1980s Polish shipping policy Polish ocean lines Polish Steamship Company (PZM) the Polish tanker fleet the Polish ferry industry port and shipping agencies Polfracht shipbroking and chartering forwarding Baltona shipchandlers the Instytut Morski the Polish Chamber of Foreign Trade Polish maritime law and insurance road and rail transpor containerization computers in Polish shipping dredging and salvage bunkers maritime education social services in Polish shipping development, environment and the Polish maritime sector Polish register of shipping maritime employment Poland's maritime sector and the balance of payments Polish transit"
"Paprikash (‘Paprykarz szczeciński’): transformation of maritime identities and domestication of ethnic food","https://scispace.com/paper/paprikash-paprykarz-szczecinski-transformation-of-maritime-2xlngvhe","2022","Journal Article","Journal of Ethnic Foods","Maciej Kowalewski
Robert Bartłomiejski","10.1186/s42779-022-00151-6","https://scispace.com/pdf/paprikash-paprykarz-szczecinski-transformation-of-maritime-2xlngvhe.pdf","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Polish‑Senegal food exchange to explore maritime identity, but lacks Janiszewski theory, explicit marinization terminology, and Polish‑language or detailed Polish community case studies.",""
"Prawo Morskie. Zarys Systemu.","https://scispace.com/paper/prawo-morskie-zarys-systemu-9uondg6frh","1975","Journal Article","American Journal of International Law","K. Grzybowski
Stanislaw Matysik","10.2307/2200664","","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides detailed historical overview of Polish maritime law and institutions; lacks any discussion of Janiszewski, marinization theory, or sociological analysis of maritime societies.","Prawo Morskie. Zarys Systemu (The Law of the Sea—An Outline of the System.) By Stanislaw Matysik. (Wroclaw, Warsaw, Crakow, Gdansk: Zaklad Narodowy Imienia Ossolinskich Wydawnictwo. Vol. 1. 1971. Pp. 367; Vol. II. 1973. Pp. 319.) In the interwar period Polish law of the sea consisted of Part Four of the German Code of Commerce which constituted the civil law of the sea, supplemented by various regulations dealing with the administration of maritime affairs and aiming at the protection and promotion of the Polish merchant marine. At that time, introducing new legislation in this field was far from pressing, due to the narrowness of the Polish coast and to the fact that Danzig, the main Polish port, was a Free City. After World War II, Poland's expansion to the West, its acquisition of a number of new seaports, and the significant expansion of the merchant marine and shipbuilding changed the perspective of the problem dramatically. Toward the end of 1961, a new Code of Maritime Commerce was adopted, creating a need for a new amended edition of Professor Matysik s earlier systematic treatment of the Polish law of the sea."
"Poland’s Maritime Transport","https://scispace.com/paper/poland-s-maritime-transport-1kzuvexl62","1980","Book Chapter","","Z. M. Fallenbuchl","10.1007/978-94-009-8899-6_3","","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Poland's historic maritime trade and navy, but lacks Janiszewski's theory, marinization terminology, and sociological analysis.","The Poles have always been a basically land-oriented nation. Poland lost a direct control over most of the areas bordering the Baltic early in her history. As far back as the sixteenth and seventeenth centuries, she had only two relatively narrow points of access to that sea. Grain and forestry products, of which Poland was an important exporter at that time, were transported on barges by the Vistula river to Gdaisk. The merchants of that port enjoyed a virtual monopoly but gradually lost interest in expanding their own fleet and concentrated on the entrepot transactions, while Dutch, English, and French ships became the principal carriers for the Polish maritime trade. In the first half of the seventeenth century, there was an attempt to build a Polish navy which would provide protection for the coast and a support for the expansion of merchant marine. Twelve ships were purchased, a maritime commission was established as a sort of ministry of maritime affairs, the plans were formulated to expand the navy to 25 ships and to build a naval base at Puck. The outbreak of prolonged wars in the east, for the conduct of which the navy was not necessary, drained the state of all financial resources and the plans for the maritime development had to be abandoned (Czapski 1952:10–17)."
"Love of Wide Open Waters. The Polish Maritime Programme according to the Baltic and Western Institutes in the Aftermath of the Second World War (1945–ca. 1950)","https://scispace.com/paper/love-of-wide-open-waters-the-polish-maritime-programme-1uhvydysd8","2018","Journal Article","Acta Poloniae Historica","Marta Grzechnik","10.12775/APH.2018.117.07","https://scispace.com/pdf/love-of-wide-open-waters-the-polish-maritime-programme-1uhvydysd8.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on post‑war Polish maritime policy and institutions, but lacks Janiszewski, marinization theory, or sociological analysis of maritime societies.","This article analyses the Polish maritime programme after the Second World War, as expressed in scholarship of two main Polish research institutions: the Baltic Institute and the Western Institute. Given the considerable border changes at the end of the war, which incorporated a long coastline and three major ports on the Baltic Sea (Danzig/Gdansk, Stettin/Szczecin and Gdynia) into post-war Poland, the maritime programmes gained a new basis for operations in comparison to the interwar period, and thus had to be adapted accordingly. They contained both continuities and modifications: in ideological terms they were based on the prewar premises of Poland’s origins as a Baltic Sea country, and had a strong anti-German dimension. On the other hand, they were more pragmatic and concentrated on the organization of the maritime economy and education. Similarly as in the interwar period, they were also seen as a modernizing project: the maritime economy and education were supposed to connect the Polish nation with the whole world, and thus assure its equal status as part of the Western world."
