"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Toward a Sociology of Water: Reconstructing the Missing “Big Picture” of Social Water Research","https://scispace.com/paper/toward-a-sociology-of-water-reconstructing-the-missing-big-q3p5cpqgug","2024","Journal Article","Water","Peter Schulz
Alexis Emanuel Gros","10.3390/w16131792","","In recent years, significant advancements have been made in the field of social water research. This is especially reflected in the emergence and consolidation of three influential theoretical approaches in hydrology, human geography, and anthropology: socio-hydrology, hydrosocial theory, and the multiple ontologies of water, respectively. While the present paper acknowledges the great merits of each of these perspectives, it starts from the identification of two important shortcomings in current social water research: the dispersion of the literature in distinct disciplinary sub-fields and the lack of specifically sociological approaches to hydrosocial issues. Accordingly, the aim of this paper is twofold: to offer a “big picture” of current social water research from a sociological–theoretical perspective and to initiate a fruitful conversation between sociologists and social water researchers from other disciplines. ","The current social water research lacks a comprehensive ""big picture"" and suffers from the dispersion of literature across different disciplines. This paper aims to bridge the gap between sociologists and other social water researchers."
"(Un)seen Seas: Technological Mediation, Oceanic Imaginaries, and Future Depths","https://scispace.com/paper/un-seen-seas-technological-mediation-oceanic-imaginaries-and-4cvt2qx0mm","2019","Journal Article","","Stephanie Ratté","10.3167/ARES.2019.100109","","Remote technologies and digitally mediated representations now serve as a central mode of interaction with hard-to-reach sea spaces and places. This article reviews the literature on varied scholarly engagements with the sea and on the oceanic application of technologies—among them geographic information systems, remotely operated vehicles, and autonomous underwater vehicles—that allow people to envision and engage with deep and distant oceanic spaces. I focus on the extension of a digital and disembodied human presence in the oceans and the persistence of frontier fictions, in which the sea figures as a site of future-oriented possibilities. Finally, I ask what the emphasis on “seeing” through technological mediation means for how we imagine vast spaces, and consider how these elements of the oceanic imaginary can be productively complicated by drawing attention to the materiality of the oceans and the scalar politics of dynamic spaces.","A review of the literature on varied scholarly engagements with the sea and on the oceanic application of technologies that allow people to envision and engage with deep and distant oceanic spaces can be found in this paper."
"Of other seas: metaphors and materialities in maritime regions","https://scispace.com/paper/of-other-seas-metaphors-and-materialities-in-maritime-40c2i76w86","2013","Journal Article","Atlantic Studies","Philip E. Steinberg","10.1080/14788810.2013.785192","","Even as ocean-region-based studies gain popularity, they all too often fail to engage the aqueous center that lies at the heart of every maritime community. Studies that seek to highlight political–economic connections across ocean basins tend to ignore the sea altogether, while those that highlight it as a site for challenging modernist notions of identity and subjectivity tend to treat the ocean solely as a metaphor. In contrast, this article argues that in order for ocean-region-based studies to reach their potential, the ocean must be engaged as a material space characterized by movement and continual reformation across all of its dimensions. Drawing on a range of theories, from conceptualizations of more-than-human assemblages to the oceanographic modeling techniques of Lagrangian fluid dynamics, this article proposes a perspective that highlights the liquidity of the ocean, so that the sea is seen not just as a space that facilitates movement between a region's nodes but as one that, throug...","The authors proposes a perspective that highlights the liquidity of the ocean, so that the sea is seen not just as a space that facilitates movement between a region's nodes but as one that, throug..."
"Relational Sociology: A New Paradigm for the Social Sciences","https://scispace.com/paper/relational-sociology-a-new-paradigm-for-the-social-sciences-odytupe3n6","2010","Book","","Pierpaolo Donati","","","Introduction: Prospects for a Relational Sociology Chapter 1. The Relational Paradigm its implications for the understanding and organization of Society Chapter 2. Society as a Relation Chapter 3. Critical Realism as viewed by Relational Sociology Chapter 4. Observing and Thinking Relationally: the premises of the relational theory of society Chapter 5. Social Change in the light of Relational Sociology Chapter 6. Reflexivity after Modernity: From the viewpoint of Relational Sociology Chapter 7. Doing Sociology in the Age of Globalisation","In this article, the Relational Paradigm and its implications for the understanding and organization of Society are discussed, as well as the premises of the relational theory of society and its application in the context of Relational Sociology."
"Towards a more-than-sea geography: exploring the relational geographies of superrich mobility between sea, superyacht and shore in the Cote d'Azur","https://scispace.com/paper/towards-a-more-than-sea-geography-exploring-the-relational-jxj9puc9k3","2014","Journal Article","Area","Emma Spence","10.1111/AREA.12101","","Geographies of the sea are no longer a marginal concern in the discipline but are increasingly diverse, encompassing connections, relationalities and materialities that transcend typical human–non-human, wet–dry boundaries. Thus, as studies of the sea become progressively varied, it is necessary to move beyond justifying why we should look at the sea, and towards establishing how, ontologically, geographies of the sea can be done. In response, I present a more-than-sea geography. A more-than-sea geography not only views the maritime in terms of the sea's connections and divides, but also in terms of the diffuse relations that emerge when we view the sea from the sea itself. Drawing on ongoing ethnographic fieldwork of superrich mobility at sea, I identify relational processes within and between sea, ship and shore that shape and are shaped by those who live, work and vacation on board superyachts. Tracing the mobility of the luxury superyacht presents a unique opportunity to identify the more-than-sea relationalities and hyper-mobilities of the superrich, while identifying potential areas of enquiry that can be further informed by a more-than-sea framework.","In this article, a more-than-sea geography of the sea is presented, where the authors identify relational processes within and between sea, ship and shore that shape and are shaped by those who live, work and vacation on board superyachts."
"The State of Marine Social Science: Yesterday, Today, and into the Future","https://scispace.com/paper/the-state-of-marine-social-science-yesterday-today-and-into-20iwvtaqmj","2024","Journal Article","Annual Review of Marine Science","Ana K. Spalding
Emma McKinley","10.1146/annurev-marine-121422-015345","","Rapidly changing ocean conditions are resulting in changes in marine species and across entire ecosystems that, in turn, affect communities and individuals who rely on these resources for their livelihoods, culture, and sustenance. Marine social science, an emerging field that embraces diverse methods to understand human-ocean relationships, is increasingly called on to contribute to transdisciplinary ocean science that can inform the evidence-based policy and management needed to address these changes. Here, we review the state of marine social science as a growing field of study. First, we outline the history of marine social science, including the emergence of the field and the social science disciplines and community it encompasses. We then discuss current marine social science research themes as a framework to understand key ocean issues, which is followed by a commentary on the future of marine social science research. ","Marine social science, an emerging field, is increasingly crucial for understanding human-ocean relationships and informing policy and management in response to changing ocean conditions, with a growing body of research addressing key ocean issues and future directions."
"The transformation of the oceans and the future of marine social science","https://scispace.com/paper/the-transformation-of-the-oceans-and-the-future-of-marine-tjj5e431yh","2018","Journal Article","Maritime Studies","Peter Arbo
Maaike Knol
Sebastian Linke
Kevin St. Martin","10.1007/S40152-018-0117-5","https://scispace.com/pdf/the-transformation-of-the-oceans-and-the-future-of-marine-tjj5e431yh.pdf","The oceans have become a juncture of great visions of blue growth as well as strong environmental concern. This paper discusses the essential role of the social sciences as the oceans increasingly emerge as a contested social arena. The marine social sciences have generated a vast knowledge about the development of fisheries and the implications of fisheries policies on coastal communities. We review this heritage and show that it makes the marine social sciences well qualified to address contemporary challenges raised by the increasing ambitions of exploiting and conserving the world’s oceans. However, with the current transformation of the oceans as sites of comprehensive industrialization, captured in the concept of blue growth, we argue that marine social scientists need to rethink their research objectives. This requires a reflection on the lessons learned from decades of engagement with fisheries and fisheries policy to understand and intervene in processes and practices of modernization, science-based management, and privatization of resources. We suggest how the marine social sciences can provide new knowledge and actively engage in current developments by studying emergent processes in the marine environment, and the institutions, practices, and discourses that shape them. The social sciences have a responsibility to contribute to growth and conservation issues, and are in the capacity to do so, through formulating governance alternatives, anticipating future trends, imagining desirable futures, and facilitating socially just processes and outcomes.","The marine social sciences have generated a vast knowledge about the development of fisheries and the implications of fisheries policies on coastal communities and are well qualified to address contemporary challenges raised by the increasing ambitions of exploiting and conserving the world's oceans as discussed by the authors."
"Toward a Sociology of Oceans.","https://scispace.com/paper/toward-a-sociology-of-oceans-1gxzcbw65w","2017","Journal Article","Canadian Review of Sociology-revue Canadienne De Sociologie","John A. Hannigan","10.1111/CARS.12136","","Despite covering around 70 percent of the earth's surface, the ocean has long been ignored by sociology or treated as merely an extension of land-based systems. Increasingly, however, oceans are assuming a higher profile, emerging both as a new resource frontier, a medium for geopolitical rivalry and conflict, and a unique and threatened ecological hot spot. In this article, I propose a new sociological specialty area, the ""sociology of oceans"" to be situated at the interface between environmental sociology and traditional maritime studies. After reviewing existing sociological research on maritime topics and the consideration of (or lack of consideration) the sea by classic sociological theorists, I briefly discuss several contemporary sociological approaches to the ocean that have attracted some notice. In the final section of the paper, I make the case for a distinct sociology of oceans and briefly sketch what this might look like. One possible trajectory for creating a shared vision or common paradigm, I argue, is to draw on Deleuze and Guattari's dialectical theory of the smooth and the striated. Meme s'il couvre 70% de la surface de la Terre, l'ocean a ete longtemps ignore en sociologie ou traite comme une extension des systemes terrestres. De plus en plus, toutefois, l'ocean retient l'attention, en etant vu comme une nouvelle frontiere en termes de ressources, un medium pour les rivalites et les conflits geopolitiques, et un lieu ecologique nevralgique et unique. Dans cet article, je propose une nouvelle specialisation sociologique, la 'sociologie des oceans', se situant dans l'interface entre la sociologie environnementale et les etudes maritimes traditionnelles. Apres une recension de la recherche sociologique existante sur les sujets maritimes et la prise en compte (ou l'absence de prise en compte) de l'ocean par les theoriciens de la sociologie classique, je discute brievement quelques approches sociologiques contemporaines de l'ocean ayant attire l'attention. Dans la derniere partie de l'article, j'insiste sur le besoin d'une sociologie distincte de l'ocean et je presente brievement a quoi cela pourrait ressembler. Une voie possible pour creer une vision commune ou un paradigme, selon moi, est de s'inspirer de la theorie dialectique du lisse et du strie de Deleuze et Guattari.","A new sociological specialty area is proposed, the ""sociology of oceans"" to be situated at the interface between environmental sociology and traditional maritime studies, and one possible trajectory for creating a shared vision or common paradigm is to draw on Deleuze and Guattari's dialectical theory of the smooth and the striated."
"The changing social world of the oceans","https://scispace.com/paper/the-changing-social-world-of-the-oceans-9n6le6tunz","2019","Book Chapter","","Larry B. Crowder
Wilf Swartz","10.1016/B978-0-12-817945-1.00025-3","","There is an increasing recognition that ocean sustainability is embedded in complex interactions between people and environment. Management of such social–ecological systems requires the integration of natural and social sciences. This section synthesis features a series of contributions that examine frameworks for understanding local social contexts that are essential for socially responsible ocean governance.","In this article, a series of contributions that examine frameworks for understanding local social contexts that are essential for socially responsible ocean governance are presented, and a synthesis of these contributions is presented."
"Aligning the social sciences with the deep ocean: developments and definitions for a new research agenda","https://scispace.com/paper/aligning-the-social-sciences-with-the-deep-ocean-uamjch08aivp","2025","Journal Article","","Susanna Lidström
Neil Craik","10.5194/oos2025-590","","The deep ocean is connected to people, communities and societies in fundamental and intricate ways, including through regulation of Earth system processes such as the climate but also through direct impacts on economies and wellbeing through resource extraction, distribution of benefits, research practices and governance regimes. While a dedicated community of natural scientists study the nature and particularities of the deep ocean, corresponding deep-sea social sciences are yet to be developed – or named as such. Economists, historians, anthropologists, law scholars and other social scientists have so far worked with different categorisations of the marine realm, focusing on political and legal classifications, such as territorial or coastal waters, exclusive economic zones, and the high seas. However, this horizontal approach to ocean zones reflects a lack of appreciation of the importance of the verticality and three-dimensionality of the ocean space, where the deeper parts of the ocean are fundamentally different from the shallower parts, regardless of whether they are in national or international territories.This paper aims to challenge and revise the traditional horizontal conceptualisation of maritime zones in the social sciences by approaching the deep ocean as a relevant category for studies of human-ocean relationships and investigating the unique social science-dimensions of deep-sea environments. Our intention is to provide a fundamental perspective of how the social sciences may interact with deep-sea definitions developed in the natural sciences over the past couple of decades. Establishing this base, we contend, will provide a sound starting point for identification and investigations of more particular social science concerns and areas of study, such as social, economic and equity impacts from specific deep-sea activities including seabed mining, marine carbon dioxide removal and storage, bioprospecting, pollution, and corresponding governance responses.Our paper draws on a collaboration between social scientists and deep-sea natural scientists, and is an attempt to bridge these fields. The collaborative effort to identify the scientific foundations for treating the deep ocean as a distinct unit of analysis includes a 2024 workshop organised by the Deep Ocean Stewardship Initiative at Scripps Institution of Oceanography, followed by continued efforts to combine diverse perspectives in multiple papers. The study presented here is the main attempt within this broader framework to align social science issues and areas of relevance to the key bio-geo-physical processes, ecosystems and ecological conditions, and challenges and threats that justify the distinct scientific treatment of the deep ocean across disciplines. ","This paper proposes a new research agenda for social sciences to study the deep ocean, challenging traditional horizontal conceptualizations and integrating with natural sciences to investigate human-ocean relationships, social impacts, and governance responses to deep-sea activities."
"Rethinking the Blue Economy: Integrating Social Science for Equitable and Sustainable Outcomes","https://scispace.com/paper/rethinking-the-blue-economy-integrating-social-science-for-ooi3ktnf1hcf","2025","Journal Article","","Jerneja Penca
Irmak Ertör
Marta Ballesteros
Birgit Pauksztat
Maciej Kowalewski
Dražen Cepić
Sebastián Villasante
Michael Briguglio
Natașa Văidianu
Cristina Piñeiro‐Corbeira
José J. Pascual-Fernández","10.5194/oos2025-1204","","In 2024, the innovative, emancipatory and ecosystem-based potential of the original Blue Economy concept remains largely unrealized. The Blue Economy’s implementation measures, outputs and outcomes have often produced negative impacts on natural resources and social equity. While the Blue Economy discourse offers a platform for bridging the persistent science-policy divide, effective decision-making requires an enhanced approach to producing and communicating scientific knowledge. This paper outlines the reasons for a stronger integration of social science perspectives in Blue Economy research and policy engagement, showcasing how to do so, using the example of COST-funded network RethinkBlue. We argue that social sciences are essential for (a) holistically and critically comprehending the existing Blue Economy; (b) designing integrative decisions in a dynamic social, economic, political, technological and environmental context, through both advance planning and response measures, and (c) generating artefacts and boundary objects to support knowledge production and the science-policy interface. Achieving these goals demands: a) interdisciplinarity collaboration across diverse scientific fields, particularly among social scientists, organized around thematic issues rather than sectors; b) co-creation through cross-sector partnerships on topical and emerging issues; c) active knowledge translation and boundary-spanning efforts, d) knowledge sharing and capacity building to enhance collaboration between social scientists and policymakers; and e) a commitment to transparency to ensure ethical, equitable, and accountable operation of the network. In the mid-term, we expect such efforts to gradually transform how we conceptualize and implement marine and coastal activities, specifically through a redefinition of priorities beyond profit maximization to emphasize well-being, equity, resilience, ecological sustainability, and the development of new governance models that are more inclusive, participatory, and adaptive, and a science-policy interface that informs policy in ways that are more nuanced and sensitive to social context. A greater integration among social sciences is a pre-requisite to a truly interdisciplinary framework, drawing on social and natural sciences, and a development of the economic agenda of Blue Economy into a hybrid field that fosters trust in marine and maritime policies and enhances their legitimacy. The findings are relevant to the broader debate on ocean governance, supporting reflective thinking on how to effectively contribute to the Ocean Decade vision 2030. ","This paper advocates for integrating social science perspectives into Blue Economy research and policy to achieve equitable and sustainable outcomes, requiring interdisciplinarity, co-creation, knowledge translation, and transparency to redefine priorities and governance models for marine and coastal activities."
"Maritime sociology: towards a delimation of themes and analytical frameworks","https://scispace.com/paper/maritime-sociology-towards-a-delimation-of-themes-and-l32v0le997","1981","Journal Article","Maritime Policy & Management","Michael Poole","10.1080/03088838100000046","","This paper sets out to evaluate the main areas of focus within maritime sociology and to link more closely than hitherto the various substantive discussions with general theoretical and conceptual approaches. More specifically, it suggests directions in which maritime sociology may be advanced at both empirical and conceptual levels in the future.","In this paper, the main areas of focus within maritime sociology are evaluated and the main directions in which maritime sociology may be advanced at both empirical and conceptual levels in the future, as well as the direction in which such research may be pursued at both conceptual and empirical levels."
"Mining the Seas","https://scispace.com/paper/mining-the-seas-3ayl9zdy","2022","Book Chapter","","R. Steven Pappas","10.4324/9781003205173-7","https://scispace.com/pdf/mining-the-seas-3ayl9zdy.pdf","This chapter makes two provocative claims: first, that the turn to what is being called the “blue humanities,” while certainly is driven by our environmental crisis and the ecological turn in scholarship, is also the product of the neoliberalization of academia. Second, that while there is certainly a contemporary scramble for mineral rights and access to the seabed by transnational mining conglomerates, the oceanic turn in capitalism and scholarship seems to be an answer to the need for an intellectual and material “spatial fix.” The chapter places these claims in relationship to a critical genealogy of the oceanic humanities and to current discourses around the “blue economy” that demonstrate the circulatory nature of the intellectual currency and fluidity of ideas and extractive capitalism. This is demonstrated in a reading of the XPRIZE science-fiction contest, an attempt by extractive industries like Shell Oil to develop an extractive imaginary for the future of deep-sea mining. ","In this paper , the authors make two provocative claims: first, that the turn to what is being called the blue humanities, while certainly is driven by our environmental crisis and the ecological turn in scholarship, is also the product of the neoliberalization of academia."
"L´anthropologie maritime: un domaine en évolution: hors cadre traditionnel de l´anthropologie sociale","https://scispace.com/paper/l-anthropologie-maritime-un-domaine-en-evolution-hors-cadre-56x32dr6x0","2007","","","Aliette Geistdoerfer","","","La antropologia maritima es el estudio de las especificidades tecnicas, sociales y culturales de las sociedades que explotan el mar. Pluridisciplinaridad y la toma en cuenta de las escalas nacionales e internacionales son obligatorias. Estan establecidas una topologia de las sociedades maritimas y sus particularidades irreductibles y estructurales. Junto a una antropologia maritima fundamental, otra antropologia maritima ""activa"" se pone en marcha asi como nuevos ambitos de investigacion.","The antropologia maritima is el estudio de especificidades tecnicas, sociales, and culturales of sociedades that explotan el mar as mentioned in this paper."
