"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Sustainable Maritime Labour Governance: The Role of Transformative Partnership in Seafarers' Welfare","https://scispace.com/paper/sustainable-maritime-labour-governance-the-role-of-zyp03gfndw","2021","Book Chapter","","Desai Shan
Pengfei Zhang","10.1007/978-3-030-69325-1_13","https://scispace.com/pdf/sustainable-maritime-labour-governance-the-role-of-zyp03gfndw.pdf","In the 2030 agenda for sustainable development, decent work and economic growth are the eighth sustainable development goal (SDG). Maritime transportation supports over 80% of the international trade, and more than 1.6 million seafarers work at sea to ensure marine transportation is safe, efficient and environmentally friendly. Seafarers make a critical contribution to sustainable maritime transportation. To ensure decent work conditions at sea and protect seafarers’ rights is an important sustainable development goal. Drawing upon the case of port-based welfare facilities, this chapter aims to examine the current partnership of maritime labour governance, different roles of governmental and non-governmental organisations and how they work together to ensure and promote well-being and welfare of seafarers. This chapter also discusses the current challenges faced by the public–private partnership in sustaining and developing seafarer welfare. We argue that a transformative partnership, involving both public and private actors, is required in the maritime labour governance and that sovereign states should recognise seafarers’ key workers’ status and assign more resources to international seafarers’ welfare facilities.","In this paper, the authors examine the current partnership of maritime labour governance, different roles of governmental and non-governmental organisations and how they work together to ensure and promote well-being and welfare of seafarers."
"Management and labour in shipping: A role for co-operatives","https://scispace.com/paper/management-and-labour-in-shipping-a-role-for-co-operatives-43uv1ixznz","2003","Journal Article","WMU journal of maritime affairs","Peter Davis
Laszlo J. Kovats","10.1007/BF03195039","","The employment and management policies of the shipping industry are in legal and administrative confusion. The shipping industry is struggling with an unworkable global governance based on flag state sovereignty and a sanctionless international regulatory regime. Seafarers suffer most from this state of affairs, but so do the shipping industry’s public image. Few co-operatives of maritime workers exist in national or international shipping. A new employment theory is long overdue. Human centred management policies can only attain their full potential through co-operative or mutual associations. This paper describes the application of enlightened and socially conscious management principles to the shipping industry. Seafarers’ co-operatives are the future organisational building blocks of the shipping industry. Co-operatives can rescue maritime workers from developing countries from exploitation and the debilitating effects of casual labour by providing “all in one” seagoing and shore based professional careers. Seafarers’ co-operatives can solve the shipping industry’s maritime training and education problems. The seven universal principles of co-operative management will guide shipping management in setting human centred objectives that command respect of those who come in contact with the shipping industry.","In this paper, the authors describe the application of enlightened and socially conscious management principles to the shipping industry and describe how seafarers' co-operatives can rescue maritime workers from developing countries from exploitation and the debilitating effects of casual labour by providing ""all in one"" seagoing and shore based professional careers."
"The Cornerstones of Maritime Governance: Administration, Law-Policy Dynamics, and Crew Welfare","https://scispace.com/paper/the-cornerstones-of-maritime-governance-administration-law-j0pt2f9cgg3z","2025","Journal Article","Scientific and social research","D. Liu","10.26689/ssr.v7i6.10836","","This paper presents a comprehensive analysis of maritime law and policy as a fundamental global governance framework whose priority is enhancing maritime safety and trade efficiency through integrated regulatory systems. Drawing on established theoretical frameworks in maritime governance literature, the study systematically examines four interconnected dimensions: (1) the policymaking role of maritime administrations in bridging technical expertise and national interests, (2) the dynamic legislative process involving executive, legislative, and judicial interactions, (3) a comparative analysis of maritime governance models (liberal democratic vs. Chinese centralized systems), and (4) human element considerations in crew welfare and operational safety. The research covers the historical evolution of maritime governance mechanisms, evaluates their efficacy in balancing international obligations with domestic priorities, and identifies critical implementation gaps, particularly in seafarer rights protection and cross-jurisdictional policy harmonization. In addition to institutional analysis, this work further contextualizes contemporary challenges through technological advancements, environmental regulations, and COVID-19 impacts on seafarer well-being, arguing that effective maritime policy must reconcile technical rigor, governance adaptability, and human-centered design. Findings underscore the necessity of multidisciplinary approaches for sustainable global shipping governance. ","This study examines maritime governance through four interconnected dimensions: administration, law-policy dynamics, governance models, and crew welfare, highlighting implementation gaps and the need for multidisciplinary approaches to balance technical rigor, adaptability, and human-centered design for sustainable global shipping governance."
"A Global Union for Global Workers: Collective Bargaining and Regulatory Politics in Maritime Shipping","https://scispace.com/paper/a-global-union-for-global-workers-collective-bargaining-and-gg47pr8j1q","2006","Book","","Nathan Lillie","","","1. Global Union Strategies for a Global Industry 2. The Maritime Shipping Industry and Maritime Industrial Relations 3. Surveying the Literature 4. How to Catch the Capitalist on the Move: Implementing a Global Uniform Wage Scale on Flag of Convenience Ships 5. Bargaining Globally and Boycotting Locally: Transnational Networks and Global Unionism in Maritime Shipping 6. Seafarer Qualifications, Labor Market Power, and Global Regulatory Politics: Union and Employer Political Strategies for Shaping Access to Global Maritime Labor Markets 7. Dock Unions' Collective Self Defense and the FOC Campaign 8. Breaking No Eggs and Making No Omelettes: Transnational Union Strategies in the Global World Economy 9. Conclusion","In this article, the authors present a survey of the literature on global union strategies for a global maritime industry, including the following: 1. Global Union Strategies for a Global Industry 2. The Maritime Shipping Industry and Maritime Industrial Relations 3. Surveying the Literature"
"The Maritime Labour Convention, 2006","https://scispace.com/paper/the-maritime-labour-convention-2006-3n4u3jdr9u","2011","Book","","M. McConnell
D. Devlin
Cleopatra Doumbia–Henry","","https://scispace.com/pdf/the-maritime-labour-convention-2006-3n4u3jdr9u.pdf","The Maritime Labour Convention, 2006 (MLC, 2006), adopted by the International Labour Organization, is the fourth pillar of the international maritime regulatory regime. It both fills a gap in the 1982 United Nations Convention on the Law of the Sea and complements the International Maritime Organization’s core conventions.

The MLC, 2006 covers most aspects of the maritime labour sector, and establishes an effective enforcement and compliance system with, for the first time, shipboard certification. Co-authored by three legal experts involved throughout its negotiation, The Maritime Labour Convention, 2006: A Legal Primer to an Emerging International Regime discusses the MLC, 2006 within the contexts of labour and maritime law, and provides an annotated version of the text.","The Maritime Labour Convention, 2006 (MLC, 2006) adopted by the International Labour Organization (ILO) is the fourth pillar of the international maritime regulatory regime as mentioned in this paper, which covers most aspects of the maritime labour sector, and establishes an effective enforcement and compliance system with shipboard certification."
"Defending Dock Workers—Globalization and Labor Relations in the World's Ports","https://scispace.com/paper/defending-dock-workers-globalization-and-labor-relations-in-4j164cwgs6","2007","Journal Article","Industrial Relations","Peter Turnbull
Victoria Wass","10.1111/J.1468-232X.2007.00481.X","","Globalization has precipitated a major restructuring of the world's ports and brought in its wake a marked deterioration in dock workers’ terms and conditions of employment. Many trade unions have found it difficult to protect their members’ interests against this international “race to the bottom,” most notably in those countries where dock labor has been historically poorly organized but also where industrial restructuring has been used as a vehicle to de-unionize the industry. Other unions have been more successful, either by working in concert with private employers and public port authorities or by mobilizing their membership to contest and contain the process of industrial restructuring.","In this article, trade unions have found it difficult to protect their members' interests against this international ""race to the bottom"", most notably in those countries where dock labor has been historically poorly organized but also where industrial restructuring has been used as a vehicle to de-unionize the industry."
"Union Networks and Global Unionism in Maritime Shipping","https://scispace.com/paper/union-networks-and-global-unionism-in-maritime-shipping-43bnkm7dtf","2005","Journal Article","Relations Industrielles-industrial Relations","Nathan Lillie","10.7202/011540AR","https://scispace.com/pdf/union-networks-and-global-unionism-in-maritime-shipping-43bnkm7dtf.pdf","Under the auspices of the International Transport Workers’ Federation’s (ITF) Flag of Convenience campaign, maritime unions have developed transnational global structures exploiting interdependencies in transportation production chains. The ITF, a London-based association of transport unions, connects the struggles of seafarers and port workers through a global strategy of union networking and coordinated industrial action. Seafaring unions draw on the industrial leverage of port workers to negotiate minimum standard pay agreements, while dock unions leverage the growing influence of the ITF in fighting union busting in ports. A global transnational ship inspector network provides the power basis for imposing collective agreements on shipowners. Although conceived as a resource for organizing seafarers, the inspectorate also provides port unions with leverage.","The International Transport Workers' Federation (ITF) flag of convenience campaign has been used to connect seafarers and port workers through a global strategy of union networking and coordinated industrial action as mentioned in this paper."
"Industry Structure, Organizational Forms, and Labor Dynamics in the Intermodal Logistics Supply Chain","https://scispace.com/paper/industry-structure-organizational-forms-and-labor-dynamics-5ch29t7gbf","2010","Journal Article","Social Science Research Network","David Jaffee","10.2139/SSRN.1617347","https://scispace.com/pdf/industry-structure-organizational-forms-and-labor-dynamics-5ch29t7gbf.pdf","The logistics intermodal supply chain represents a unique case of interorganizational relations, sequential interdependence, spatial dispersion, and multiple technologies. This sector of the economy has not received the attention it deserves in the organizational and labor studies literature given its centrality to global commodity chains and production networks. However, this variegated chain of organizations and labor processes reveal some interesting dynamics relevant to organization theory, logistics, supply chain management, labor organization, and social class relations. This paper integrates these various literatures in examining the intermodal supply chain that runs inland from the ocean container vessel to final points of distribution and the interplay between industry structure, organizational forms, and labor conditions. An additional consideration is how existing and changing industrial and organizational forms might either facilitate or impede the organization of labor and the strategies used by employers to reduce costs and increase flexibility. The paper includes a brief case study of the interface and interaction between workers in the port drayage and port terminal sectors of the supply chain.","In this article, the authors integrate various literatures in examining the intermodal supply chain that runs inland from the ocean container vessel to final points of distribution and the interplay between industry structure, organizational forms, and labor conditions."
"The Port as a Set of Socio-technical Systems: A Multi-organisational View","https://scispace.com/paper/the-port-as-a-set-of-socio-technical-systems-a-multi-4hcyg6droe","2021","Book Chapter","","Sandra Haraldson
Mikael Lind
Stefan Breitenbach
Juan Carlos Croston
Mathias Karlsson
Gerald Hirt","10.1007/978-3-030-50892-0_4","","A multi-organisational perspective is a valuable lens for understanding the operations of a port and the implications for maritime informatics. A port can be viewed as a conglomerate of collaborative entities confined, typically, to a harbour. It can also be analysed as a set of socio-technical systems, which is particularly useful for change management. A port’s organisations co-create value by means of value chains and value networks. The organisations within a port, each and collectively, operate five types of systems—engagement, production, record, inquiry, and framing, ideally by and within an organisation and across organisations through virtuous interrelationships enabled by digital technology.","In this article, a multi-organisational perspective is used to understand the operations of a port and the implications for maritime informatics, where a port can be viewed as a conglomerate of collaborative entities confined, typically, to a harbour."
"The global seafarer: living and working conditions in a globalized industry","https://scispace.com/paper/the-global-seafarer-living-and-working-conditions-in-a-35s8fw3sld","2004","Book","","Tony Alderton
Michael Bloor
Erol Kahveci
Tony Lane
Helen Sampson
Michelle Thomas
Nik Winchester
Bin Wu
Minghua Zhao","","","This volume offers a systematic account of the effects of globalization on the shipping industry and seafarers' lives. The seafarers' labour market is changing rapidly and this study discusses the challenges encountered in recruitment practices, trade unions and collective bargaining, as well as training, certification and fraudulent certification. Wages, contracts, and tours of duty are also investigated, and the book includes in-depth treatment of seafarer safety and hazard exposure.

Innovations such as automated engine rooms and the global maritime distress and safety system, the internationalization of ship registrations, multinational crewing and reductions in crewing levels, and the rise in ship management companies have had a profound effect on seafarers' living and working conditions. This perceptive book examines these and future issues for regulation and enforcement.","In this article, a systematic account of the effects of globalization on the shipping industry and seafarers' lives is presented, including the challenges encountered in recruitment practices, trade unions and collective bargaining, as well as training, certification and fraudulent certification."
"Developing and Promoting Seafarers' Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/developing-and-promoting-seafarers-welfare-under-the-58fcdi3rdh","2013","","","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect.","In this paper, the authors examined the effect of welfare interventions onboard and ashore in the development and promotion of seafarers' well-being and examined the theoretical context of welfare and its aspects concerning the shipping industry."
"Managerial technologies and power relations: a study of the Australian waterfront","https://scispace.com/paper/managerial-technologies-and-power-relations-a-study-of-the-2qd91kc8ku","2013","Journal Article","New Technology Work and Employment","Victor Gekara
Peter Fairbrother","10.1111/NTWE.12003","https://scispace.com/pdf/managerial-technologies-and-power-relations-a-study-of-the-2qd91kc8ku.pdf","In recent times, the modern port has been characterised by rapid changes in work technologies and the consolidation of logistics functions. These changes signify an important recomposition of the port labour process and raise questions about the strategic location of frontline manual jobs. This research examines how these changes have played out in the Australian ports industry, developing the argument that a depersonalised managerial form of control is emerging with potentially challenging consequences for worker solidarity and collective organisation. The argument is that relations between port management and workers have changed significantly, with a reconfiguration of job roles, skill compositions and thus workplace power relations. It is informed by qualitative research at two Australian ports, exploring the organisation of work and the impact of recent technologies.","The authors examines how these changes have played out in the Australian ports industry, developing the argument that a depersonalised managerial form of control is emerging with potentially challenging consequences for worker solidarity and collective organisation."
"Promoting and Developing Seafarers’ Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/promoting-and-developing-seafarers-welfare-under-the-13o1cxpswk","2013","Journal Article","SPOUDAI Journal of Economics and Business","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","https://scispace.com/pdf/promoting-and-developing-seafarers-welfare-under-the-13o1cxpswk.pdf","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect.
JEL Classifications: J81; I38; K31.
Keywords: Crew welfare; welfare services and facilities; seafarers; well-being; research agenda.","In this paper, the authors examined the effect of welfare interventions onboard and ashore in the development and promotion of seafarers' well-being and examined the theoretical context of welfare and its aspects concerning the shipping industry."
"Safety Management Documentation Models for the Maritime Labour Convention, 2006","https://scispace.com/paper/safety-management-documentation-models-for-the-maritime-3iwah15l2l","2012","Journal Article","The asian journal of shipping and logistics","Wen-Jen Wu
Don Jyh-Fu Jeng","10.1016/J.AJSL.2012.04.003","","The Maritime Labour Convention, 2006 (MLC, 2006), which will enter into force in 2012 or 2013, focuses on seafarers’ rights, safety and health in order to promote a better shipping environment. A Declaration of Maritime Labour Compliance Part II (DMLC II) is required to state the measures taken to ensure the quality of seafarers’ living and working conditions on-board a ship. It is a challenge for ship owners to establish such a document and fit it into the existing safety management systems, International Safety Management Code (ISM). This paper proposes four possible documentation models of the ship owners’ management system to cover the DMLC II with pros and cons. An appropriate documentation model not only benefits owners with regard to enforcement of the MLC, 2006, but also helps the flag and port state administrations to perform effective and efficient inspections.","In this article, the authors propose four possible documentation models of ship owners' management system to cover the Maritime Labour Compliance Part II (DMLC II) with pros and cons, which not only benefits owners with regard to enforcement of the MLC, 2006, but also helps the flag and port state administrations to perform effective and efficient inspections."
"“Decent Work” in der Seeschifffahrt?","https://scispace.com/paper/decent-work-in-der-seeschifffahrt-1eciikuvsf","2010","Book Chapter","","Heide Gerstenberger","10.1007/978-3-531-92572-1_4","","Im Zentrum dieses Beitrags steht die These, dass die Globalisierung des maritimen Arbeitsmarktes die positive Wirkung von internationalen Regulierungen maritimer Arbeitsverhaltnisse begrenzt. Um dies zu erlautern, wird zunachst skizziert, unter welchen Bedingungen sich in den 1960er Jahren eine tatsachliche Verbesserung maritimer Arbeitsverhaltnisse durchsetzen lies (1), und dann erklart, warum diese Bedingungen inzwischen nicht mehr bestehen. (2) Die negativen Wirkungen weitreichender De-Regulierung der Seeschifffahrt provozierten Versuche der Re-Regulierung. (3) Dass deren Wirkung im Hinblick auf die Arbeitsverhaltnisse von Seeleuten Grenzen gesetzt sind, wird am Beispiel der Consolidated Maritime Labour Convention entwickelt. (4) Abschliesend werden mogliche Perspektiven fur decent work in der Seeschifffahrt diskutiert. (5)","In this article, the authors discuss the positive Wirkung von internationalen Regulierungen maritimer Arbeitsverhaltnisse begrenzt."
