"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Short Introductory Note on Maritime Sociology","https://scispace.com/paper/a-short-introductory-note-on-maritime-sociology-27jer3qi3o","2015","","","Frank Sowa
Agnieszka Kołodziej-Durnaś","","","The topic of the sea and society is not new to sociology. Maritime spaces include oceans as well as coastal areas, spaces which are at risk nowadays. Ecological crises (overfishing, decline in biodiversity, climate change, eutrophication, ocean pollution), economic crises (de-industrialization, whaling moratorium, structural change, development of alternative industries) and cultural crises (destabilization of collective identities of seaside and island inhabitants, cultural practices of sharing, inhabitants’ knowledge, local traditions, transformations of maritime professions) cumulate in these maritime spaces. So far research on maritime issues is dominated by natural science disciplines. The protection of maritime natural sources and the need for sustainable development demands research on the ‘human factor’ and a sociological perspective on maritime spaces.","The topic of the sea and society is not new to sociology as discussed by the authors, and maritime spaces include oceans as well as coastal areas, spaces which are at risk nowadays, such as overfishing, decline in biodiversity, climate change, eutrophication, ocean pollution."
"The Idea of Maritime Upbringing in Poland – the Tradition and Contemporary Manifestations","https://scispace.com/paper/the-idea-of-maritime-upbringing-in-poland-the-tradition-and-1ekz4w18lb","2017","Journal Article","","Agnieszka Kołodziej-Durnaś
Arkadiusz Kołodziej","10.18276/PZ.2017.4-08","https://scispace.com/pdf/the-idea-of-maritime-upbringing-in-poland-the-tradition-and-1ekz4w18lb.pdf","Maritime upbringing is the category used by maritime sociologists at least for half a century At first the authors take an attempt to reconstruct the idea of maritime upbringing which emerged after the Second World War Next they refer to the idea of maritime upbringing and education discussed during the transformation and then to the current understanding and ways of implementing it in Poland and abroad The authors conducted an introductory research project among Polish Westpomeranian teachers to find out about the scope, significance and forms of maritime upbringing realized these days in Polish
seaside areas They elaborate on the results concentrating on forms and goals of maritime upbringing as well as the prospects for the seaside region development","In this article, the authors conducted an introductory research project among Polish Westpomeranian teachers to find out about the scope, significance and forms of maritime upbringing realized these days in Polish seaside areas."
"The lifestyle of merchant seamen : a sociological analysis of occupationally induced marginality","https://scispace.com/paper/the-lifestyle-of-merchant-seamen-a-sociological-analysis-of-1jmnpic8j0","1983","","","Craig Joseph Forsyth","","https://scispace.com/pdf/the-lifestyle-of-merchant-seamen-a-sociological-analysis-of-1jmnpic8j0.pdf","M a r g i n a l i t y I s a theme which p e r v a d e s t h e Boc ia l e x i s t e n c e o f me rchan t seamen. Work t a k e s p l a c e i n a s e t t i n g w i t h o u t l ong t e rm p e r s o n a l commitments t o j o b , t o p l a c e , o r t o c o w o r k e r s . On t he b e a c h , s o c i a l r e l a t i o n s t e n d toward t h e t r a n s i t o r y , and where l ong t erm r e l a t i o n s a r e e s t a b l i s h e d , t h e seaman i s f o r c e d t o p a r t i a l p a r t i c i p a t i o n . T h i s r e s e a r c h e x p l o r e s t h e i n f l u e n c e o f t h i s o c c u p a t i o n on s o c i a l m a r g i n a l i t y and s o c i a l i n t e g r a t i o n o f i t s members. Da t a were c o l l e c t e d u s i n g a su r v e y i n s t r u m e n t f rom a sample o f 251 seamen, b o t h o f f i c e r s and crew. F a c t o r s d e t e r m i n i n g v a r i a n c e i n l e v e l s o f a l i e n a t i o n a r e examined , a s we l l as t h e e f f e c t s o f l i f e a s a me rchan t seaman on f a m i ly o r g a n i z a t i o n and communi ty p a r t i c i p a t i o n . Supp l emen ta ry q u a l i t a t i v e d a t a f rom p a r t i c i p a n t o b s e r v a t i o n and d e p t h i n t e r v i e w a r e a l s o u se d . A t y p o lo g y o f t h e l i f e s t y l e a d a p t a t i o n s and s o c i a l i d e n t i t i e s o f merchan t seamen a r e d e v e l o p e d . I m p l i c a t i o n s o f I n d u s t r y changes f o r t h e o c c u p a t i o n a l l i f e s t y l e a r e d i s c u s s e d .","In this article, the authors present a survey of the state of the art in the area of merchan-thesmall-based seamen, including a sample of a group of 251 seamen."
"The Changing Maritime Industry Sector in Poland: Organizational Field and Organizational Culture","https://scispace.com/paper/the-changing-maritime-industry-sector-in-poland-1jbvhvt10g","2019","Journal Article","Pomorstvo","Agnieszka Kołodziej-Durnaś","10.31217/P.33.2.15","https://scispace.com/pdf/the-changing-maritime-industry-sector-in-poland-1jbvhvt10g.pdf","This article outlines the transformations in the maritime industry sector in Poland from the perspective of organizational sociology and maritime sociology. The author attempts to analyze the main tendencies of changes occurring in the Polish maritime economy in the recent decades, and special attention is paid to the phenomena of organizational field and organizational culture. The research results are based on the analysis of documents, literature, and interviews (IDIs). Whereas the situation of the Polish maritime industry during the communist regime is briefly described as the background for further considerations, the author focuses more on the last thirty years of Polish transformation (triggered by the Round Table talks in 1989) and the fifteen years of Poland’s membership in the European Union.","In this article, the authors analyze the main tendencies of changes occurring in the Polish maritime economy in the recent decades, and special attention is paid to the phenomena of organizational field and organizational culture."
"Toward a Sociology of Oceans.","https://scispace.com/paper/toward-a-sociology-of-oceans-1gxzcbw65w","2017","Journal Article","Canadian Review of Sociology-revue Canadienne De Sociologie","John A. Hannigan","10.1111/CARS.12136","","Despite covering around 70 percent of the earth's surface, the ocean has long been ignored by sociology or treated as merely an extension of land-based systems. Increasingly, however, oceans are assuming a higher profile, emerging both as a new resource frontier, a medium for geopolitical rivalry and conflict, and a unique and threatened ecological hot spot. In this article, I propose a new sociological specialty area, the ""sociology of oceans"" to be situated at the interface between environmental sociology and traditional maritime studies. After reviewing existing sociological research on maritime topics and the consideration of (or lack of consideration) the sea by classic sociological theorists, I briefly discuss several contemporary sociological approaches to the ocean that have attracted some notice. In the final section of the paper, I make the case for a distinct sociology of oceans and briefly sketch what this might look like. One possible trajectory for creating a shared vision or common paradigm, I argue, is to draw on Deleuze and Guattari's dialectical theory of the smooth and the striated. Meme s'il couvre 70% de la surface de la Terre, l'ocean a ete longtemps ignore en sociologie ou traite comme une extension des systemes terrestres. De plus en plus, toutefois, l'ocean retient l'attention, en etant vu comme une nouvelle frontiere en termes de ressources, un medium pour les rivalites et les conflits geopolitiques, et un lieu ecologique nevralgique et unique. Dans cet article, je propose une nouvelle specialisation sociologique, la 'sociologie des oceans', se situant dans l'interface entre la sociologie environnementale et les etudes maritimes traditionnelles. Apres une recension de la recherche sociologique existante sur les sujets maritimes et la prise en compte (ou l'absence de prise en compte) de l'ocean par les theoriciens de la sociologie classique, je discute brievement quelques approches sociologiques contemporaines de l'ocean ayant attire l'attention. Dans la derniere partie de l'article, j'insiste sur le besoin d'une sociologie distincte de l'ocean et je presente brievement a quoi cela pourrait ressembler. Une voie possible pour creer une vision commune ou un paradigme, selon moi, est de s'inspirer de la theorie dialectique du lisse et du strie de Deleuze et Guattari.","A new sociological specialty area is proposed, the ""sociology of oceans"" to be situated at the interface between environmental sociology and traditional maritime studies, and one possible trajectory for creating a shared vision or common paradigm is to draw on Deleuze and Guattari's dialectical theory of the smooth and the striated."
"A Sociological Approach to Maritime Studies: A Statement and Example","https://scispace.com/paper/a-sociological-approach-to-maritime-studies-a-statement-and-2uq6czvqu3","1973","Journal Article","","R Rosengren William","10.1080/03088837300000009","","(1973). A Sociological Approach to Maritime Studies: A Statement and Example. Maritime Studies and Management: Vol. 1, No. 2, pp. 71-73.","A Sociological Approach to Maritime Studies: A Statement and Example as discussed by the authors is a sociological approach to maritime studies, which is a statement and example of the work presented in this paper."
"Maritime Professions","https://scispace.com/paper/maritime-professions-3jsalegd","2023","Monograph","","Agnieszka Kolodziej-Durnas
Frank Sowa
Marie Grasmeier","10.1163/9789004518841","","On a global scale, more than 40 million people make their living working directly at sea as fishers, seafarers, in aquaculture or seabed-mining, or related occupations such as dockworkers, shipbuilding, logistics, maritime administration, secondary branches of shipping, marine tourism and other maritime professions. The study of maritime labour and occupations is still under-represented in the social sciences and humanities. With the present volume, we attempt to fill this gap by representing recent research on maritime professions from a sociological perspective drawing on a wide variety of disciplinary approaches and subject matters. ","In this paper , the authors attempt to fill the gap by representing recent research on maritime professions from a sociological perspective drawing on a wide variety of disciplinary approaches and subject matters, and present a volume on maritime labour and occupations."
"Poland’s Maritime Transport","https://scispace.com/paper/poland-s-maritime-transport-1kzuvexl62","1980","Book Chapter","","Z. M. Fallenbuchl","10.1007/978-94-009-8899-6_3","","The Poles have always been a basically land-oriented nation. Poland lost a direct control over most of the areas bordering the Baltic early in her history. As far back as the sixteenth and seventeenth centuries, she had only two relatively narrow points of access to that sea. Grain and forestry products, of which Poland was an important exporter at that time, were transported on barges by the Vistula river to Gdaisk. The merchants of that port enjoyed a virtual monopoly but gradually lost interest in expanding their own fleet and concentrated on the entrepot transactions, while Dutch, English, and French ships became the principal carriers for the Polish maritime trade. In the first half of the seventeenth century, there was an attempt to build a Polish navy which would provide protection for the coast and a support for the expansion of merchant marine. Twelve ships were purchased, a maritime commission was established as a sort of ministry of maritime affairs, the plans were formulated to expand the navy to 25 ships and to build a naval base at Puck. The outbreak of prolonged wars in the east, for the conduct of which the navy was not necessary, drained the state of all financial resources and the plans for the maritime development had to be abandoned (Czapski 1952:10–17).","Czapski et al. as mentioned in this paper proposed an attempt to build a Polish navy which would provide protection for the coast and a support for the expansion of merchant marine in the first half of the seventeenth century."
"Theoretical Implications of Maritime Sociology","https://scispace.com/paper/theoretical-implications-of-maritime-sociology-7zs9ui1fta","2013","","","Emilio Cocco","","http://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.cejsh-f4298881-57c1-42c3-955d-158c907d1acb/c/1_amsXXII_Cocco.pdf","The sea is certainly not one of the favourite research topics of sociology and despite a recent and new popularity among historians and geographers, the sea remains generally a stranger to contemporary sociologists Conversely, I think that to frame and shed light on the wider theoretical implications of maritime sociology would be beneficial to all possible approaches within sociological research In this article I intend to give my contribution to the fulfillment of the expectation of above by discussing the ways sociology can understand the sea as a truly social space, beyond any abstract dichotomies separating “grounded” societies and offshore voids Also, I try to suggest some concrete moves to relocate maritime sociology within the wider sociological debate and to develop the heuristic potential of the sea","The sea is not one of the favourite research topics of sociology and despite a recent and new popularity among historians and geographers, the sea remains generally a stranger to contemporary sociologists as mentioned in this paper."
"Polish Shipping Under Communism","https://scispace.com/paper/polish-shipping-under-communism-231srny1fn","2001","Book","","Michael Roe","","","The Communist system and Polish shipping Polish shipping and the CMEA the crisis of the 1980s Polish shipping policy Polish ocean lines Polish Steamship Company (PZM) the Polish tanker fleet the Polish ferry industry port and shipping agencies Polfracht shipbroking and chartering forwarding Baltona shipchandlers the Instytut Morski the Polish Chamber of Foreign Trade Polish maritime law and insurance road and rail transpor containerization computers in Polish shipping dredging and salvage bunkers maritime education social services in Polish shipping development, environment and the Polish maritime sector Polish register of shipping maritime employment Poland's maritime sector and the balance of payments Polish transit","The Communist system and Polish shipping Polish shipping and the CMEA the crisis of the 1980s Polish shipping policy Polish ocean lines Polish Steamship Company (PZM) the Polish tanker fleet the Polish ferry industry port and shipping agencies Polfracht shipbroking and chartering forwarding Baltona shipchandlers the Instytut Morski the Polish Chamber of Foreign Trade Polish maritime law and insurance road and rail transporation containerization computers in Polish shipping dredging and salvage bunkers maritime education social services as mentioned in this paper."
"L'évolution des sociétés portuaires et la démaritimisation des villes ports en Europe continentale du nord-ouest","https://scispace.com/paper/l-evolution-des-societes-portuaires-et-la-demaritimisation-uf8is6kcpz","1997","","","A. C. Vigarie","","","La notion de maritimisation n'est pas recente ; elle recouvre toutes formes de penetration et de modelage d'une societe ou d'un groupe par les influences de la mer, des navires, des activites portuaires : organisation economique, sociale, mentalites, comportements, vision du monde exterieur, etc. Or, depuis le milieu du XIX e siecle, l'evolution de la vie oceanique a modifie les aspects de cette maritimisation des villes-ports. Ce fut d'abord la phase patricienne dominee par les bourgeoisies du negoce lointain et de l'armement, avec les repercussions qui s'en suivent sur la main d'oeuvre des quais et des flottes, sur le peuplement urbain par consequent. Puis cette structure se desorganise, avec la progressive perte du pouvoir de gestion des bourgeoisies de la mer, qui se produit avec quelques nuances selon les ports francais ou hanseates. La montee de nouvelles formes d'autorite, l'effondrement moderne des effectifs de marins et d'ouvriers des quais, la penetration vigoureuse d'influences continentales dans le commandement du commerce maritime, conduisent a l'affaiblissement de l'ancien pouvoir de decision des vieilles cites de la mer sur leur port, et provoquent une demaritimisation de ces villes portuaires, dont il faudrait mesurer les repercussions sur les echanges oceaniques","The notion of maritimisation n'est pas recente ; elle recouvre toutes formes de penetration and de modelage d'une societe ou d'un groupe par les influences of la mer, des navires, des activites portuaires as mentioned in this paper."
"Maritime culture: A sociological perspective","https://scispace.com/paper/maritime-culture-a-sociological-perspective-36nmuskkbd","2018","Journal Article","The International Journal of Maritime History","Lydia Carol-Dekker","10.1177/0843871418765711","","The aim of this paper is to analyse and discuss the multifaceted cultures within the merchant navy. It is within this multicultural context that the construction of different cultures occur. If mar...","In this article, the authors analyse and discuss the multifaceted cultures within the merchant navy and propose that it is within this multicultural context that the construction of different cultures occur, and that if mar..."
