"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"(In) justice and the blue economy","https://scispace.com/paper/4jhZzbQGUhEJ","","","","C Germond‐Duret
CP Heidkamp","","https://rgs-ibg.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/geoj.12483","- **Relevance Score:** 57/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses EU Blue Growth Strategy to frame justice discussion; touches on multiple sectors but without detailed analysis; deeply examines distributive justice and social sustainability; lacks case studies, concrete recommendations, interdisciplinary methods, quantitative data, and stakeholder analysis.",""
"Scenarios for selected maritime economic functions","https://scispace.com/paper/scenarios-for-selected-maritime-economic-functions-2p8ahmy3dg","2013","Journal Article","European Journal of Futures Research","H. A. Wolters
J. Gille
J. M. de Vet
R. J. Molemaker","10.1007/S40309-013-0011-8","https://scispace.com/pdf/scenarios-for-selected-maritime-economic-functions-2p8ahmy3dg.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses Blue Growth EU policy to map maritime functions; analyses many sectors but lacks detailed focus on specific Blue Economy industries; does not address justice or labor issues; includes EU‑wide regional insights and policy options; combines economics, water science, and fisheries expertise; provides statistical evidence and stakeholder input without quantitative justice metrics.","This paper discusses the use of scenarios in the ‘Blue Growth’ project, which was aimed at elaborating the maritime dimension of the Europe 2020 strategy, with a 15-year time horizon (2025/2030). Scenarios were understood and developed in two ways: as descriptions of plausible, desirable and realistic future developments (the ‘micro-future scenarios’) and as a means to foster uncertainty awareness (the ‘general scenarios’). The general scenarios were developed as a scenario matrix, following Van der Heijden (1996). The micro-futures were developed following the approach proposed by Miller (Futures 39:341–362, 2007). The direct impact of the general scenarios on policy development cannot yet be evaluated. The micro-futures, being relatively concrete, were very useful to trigger discussions. In addition, the evaluation of the micro-futures in the light of the general scenarios led to some valuable insights. Within the Blue Growth project, the use of this hybrid approach has led to an active involvement of stakeholders, generating energy in the process of defining a desirable future, while taking account of uncertainties in the developments in global development."
"How can maritime spatial planning contribute to sustainable Blue Growth in the Baltic Sea","https://scispace.com/paper/how-can-maritime-spatial-planning-contribute-to-sustainable-r6gn3lxbz1","2015","","","Hanna Tarvainen
Harri Tolvanen
Sari Repka","10.5604/12307424.1178822","https://scispace.com/pdf/how-can-maritime-spatial-planning-contribute-to-sustainable-r6gn3lxbz1.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses EU Blue Growth communication as core framework; analyses tourism, aquaculture, shipping within Baltic context; lacks explicit justice or quantitative analysis; offers regional insights but limited stakeholder or policy guidance.","The sea and the coasts are drivers of Europe’s economy as many of the economic activities as well as large part of trade depend on the sea. At the European level there is strong political pressure to enhance the growth of maritime economy sectors. The European Union has developed the Integrated Maritime Policy to support the sustainable development of the seas and oceans. The aim is to reach a good environmental status of European seas by 2020. The value of this study is to provide fresh insight into the topic by examining the empirical relationship between the sustainable Blue Growth and Marine Spatial planning. The purpose is to make a relatively short introduction to questions like what is the potential of sustainable Blue Growth, how can maritime spatial planning (MSP) contribute to sustainable Blue Growth, and what are the cross-border elements of MSP. The experiences of previous MSP projects, EU policy reports and scientific articles with MSP in their focus are used as a source to answer these questions. So far there have been only recommendations towards sustainable Blue Growth, and each country remains responsible for designing and determining the format and content of maritime plans. MSP processes should be developed both at national and inter-"
"Nautical Tourism and Small Shipbuilding as Significant part of Blue Economy Development","https://scispace.com/paper/nautical-tourism-and-small-shipbuilding-as-significant-part-38o31ohwms","2019","Journal Article","Pomorski zbornik","Alen Alempijević
Mirjana Kovačić","10.18048/2019.57.07.","https://scispace.compdf/nautical-tourism-and-small-shipbuilding-as-significant-part-38o31ohwms.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses EU Blue Growth strategy to frame analysis of nautical tourism and small shipbuilding in Croatia; covers two sectors but lacks justice, quantitative, interdisciplinary, and stakeholder focus.","Nautical tourism is one of the major tourism sectors and the largest growing maritime industry in Europe, employing almost 3.2 million people. Nautical tourism is of great importance for Croatia and Croatia is increasingly promoted as one of the leading Mediterranean nautical destinations. Croatia’s insular and coastal nautical infrastructure offers its users adequate services, but services need to be continuously upgraded. At the same time, the development of the local community must not be subordinated to the development of a nautical destination. The authors analyze nautical tourism and small shipbuilding, two sectors that constitute the blue economy. The blue economy is analyzed with particular regard as a long-term strategy to support the sustainable growth of the marine and maritime sectors. The authors emphasize that the blue economy aims to stimulate sustainable economic development, create business opportunities and open jobs in the blue economy sectors of the EU countries. The importance of the blue economy for Croatia is analyzed and the results of the analysis presented. "
"Ecosystem services assessment and compensation costs for installing seaweed farms","https://scispace.com/paper/ecosystem-services-assessment-and-compensation-costs-for-1c3k72mg6n","2016","Journal Article","Marine Policy","Pedro Cabral
Harold Levrel
Harold Levrel
Frédérique Viard
Katia Frangoudes
Sophie Girard
Pierre Scemama","10.1016/J.MARPOL.2016.05.031","","- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses EU Integrated Maritime Policy and blue growth to justify seaweed farm assessments; focuses on aquaculture only, lacking fisheries/ports/shipping/etc.; mentions social opposition and compensation costs, offering limited justice insight; provides French case details and policy suggestions; blends marine science with policy analysis but lacks quantitative metrics; touches on stakeholder conflicts without systematic engagement study.",""
"Cooperation and the emergence of maritime clusters in the Atlantic: Analysis and implications of innovation and human capital for blue growth","https://scispace.com/paper/cooperation-and-the-emergence-of-maritime-clusters-in-the-2q3pivnuu5","2015","Journal Article","Marine Policy","Hugo Pinto
Hugo Pinto
Ana Rita Cruz
Colin Combe","10.1016/J.MARPOL.2015.03.029","","- **Relevance Score:** 52/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses EU blue growth context to examine maritime clusters; analyses fisheries, tourism, offshore wind and shipping within Atlantic regions; lacks explicit justice or labor discussion; offers regional insights and policy implications, combines innovation, economics and social capital, includes quantitative LOGIT modeling, and notes stakeholder roles without deep analysis.",""
"Comment on sp-2023-37","https://scispace.com/paper/comment-on-sp-2023-37-ygt64tn8nn","2024","Peer Review","","","10.5194/sp-2023-37-rc3","https://scispace.compdf/comment-on-sp-2023-37-ygt64tn8nn.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Mentions EU Arctic policy and Sustainable Blue Economy sectors, notes vulnerable groups, but lacks deep framework analysis, sectoral integration, justice focus, case studies, recommendations, or quantitative methods.","<strong class=""journal-contentHeaderColor"">Abstract.</strong> Sea-level rise (SLR) will affect Europe&rsquo;s coasts over the coming decades and beyond giving rise to challenges for governing coastal and marine areas. Progress is being made in adapting to and addressing these challenges at both national and sub-national levels across all major European sea basins. This chapter assesses progress in coastal adaptation governance in Europe by, first, characterizing the socio-economic and political contexts in European sea basins, and then reviewing coastal adaptation relevant policy frameworks in place at regional and national levels within each of these sea basins. Regional frameworks reviewed consist in Regional Sea Conventions and are assessed for their legal status and their inclusion of SLR information. National coastal policy frameworks reviewed include national adaptation plans focusing on coastal areas and marine spatial planning instruments for all European member states, as well as public financing arrangements for coastal adaptation, focusing on flood risk reduction measures. Key national policies for coastal adaptation are assessed for which coastal hazards they address, the extent to which they incorporate sea-level rise information, and their inclusion of SLR specific adaptation measures. Finally, the chapter presents governance challenges that arise due to the complexity of adaptation to SLR, i.e., time horizon and uncertainty, cross-scale and cross-domain coordination, and equity and social vulnerability, and discusses examples illustrating how each of these challenges are being addressed in different European sea basins. The chapter finds that for across all basins, regional policy frameworks generally do not include specific provisions for SLR or coastal adaptation, while at the national level, significant progress on SLR governance is being made. For all basins except for the Black Sea, all countries have reported observed and future SLR hazards, and have adopted adaptation strategies. The inclusion of adaptation measures specific to SLR is less advanced, as most sea basins have at least one country that does not include specific SLR adaptation measures in either their adaptation strategies or marine spatial plans. Regarding SLR governance challenges, key examples for how these are being addressed include approaches for incorporating flexibility into coastal planning, e.g., Dynamic Adaptation Pathways in the Netherlands, or dike crest widening in Germany, as well as, co-development of nature-based adaptation solutions in Italy. Examples for addressing equity and social vulnerability challenges include the emerging issue of climate ligation illustrated through several court cases on liability of major carbon emitters for SLR-related damages. "
"The Blue Growth Challenge to Maritime Governance","https://scispace.com/paper/the-blue-growth-challenge-to-maritime-governance-17vu7oxca0","2021","Journal Article","Frontiers in Marine Science","José Guerreiro","10.3389/FMARS.2021.681546","https://scispace.com/pdf/the-blue-growth-challenge-to-maritime-governance-17vu7oxca0.pdf","- **Relevance Score:** 49/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes EU Integrated Maritime Policy and Blue Growth, covers tourism and renewable energy, but lacks justice focus, quantitative metrics, and detailed stakeholder or policy guidance.","In 2006 the European Union (EU) began a dramatic change in its conception and approach to maritime policy. By developing what was called Integrated Maritime Policy, there was an attempt to coordinate different sectorial policies and thus adding value, through synergies and economies of scale. At the same time, and as a result of scientific and technological advances, five strategic sectors with great growth potential were identified: aquaculture, renewable energies, blue biotechnology, deep sea mining and nautical tourism. These were the pillars for the Blue Growth Strategy, leading to more jobs and global economic growth. This trend quickly spread to other continents, universalizing the concept of blue growth. However, the growing competition for maritime space, due to new uses, led to the realization that along with the need to ensure confidence and stability for investors, it would be imperative to develop new planning and management instruments for these spaces. During this process, governments quickly realized that this evolution, which had the potential for far reaching economic and social impacts, required a new institutional framework adapted to this new reality, which would end up having an impact on the governments structure itself. We have witnessed, particularly during the last decade, a profound conceptual change in the governance of maritime space. The design of new political, legal, institutional, and governmental frameworks, which are introducing a new model of maritime and marine governance at a global scale, are probably the most critical one since World War II. This article develops this analysis, based on several examples, both in the EU as well as in other countries outside the bloc, particularly those surrounding the Atlantic, in order to demonstrate that the drive towards a blue economy triggered a profound and deep change in marine policies and governance."
"Navigating Blue Justice: Policy Gaps and Conflicts in Coastal Development from Small-Scale Fisher Perspectives","https://scispace.com/paper/navigating-blue-justice-policy-gaps-and-conflicts-in-coastal-yliun5evk3tu","","","","Jose Amorim Reis-Filho
Vanessa Hatje
Francisco Barros","10.1016/j.oneear.2024.07.014","","- **Relevance Score:** 47/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses SSF perspectives to examine justice, includes interdisciplinary methods, discusses stakeholder roles, but lacks EU framework focus, quantitative analysis, and detailed sectoral EU policy links.","It is urgent to acknowledge the challenges of achieving sustainable coastal development in the context of blue economy expansion. Thus, blue justice emerges, emphasizing the importance of adopting inclusive approaches to guide decision-making. Small-scale fishers (SSFs) end up facing challenges in this process, such as ocean grabbing, pollution, and exclusion from debate spheres. Here, we address the knowledge gap by investigating SSFs’ perspectives and conflicts related to coastal development to inform equitable and inclusive policy formation. Our findings highlight the multiple impacts on different fishing communities, including marine traffic, blast fishing, industries, and ports, emphasizing contextual conflicts associated with different levels of coastal development. This enables the assessment of equity and justice within the domains of blue economy and blue growth. Our study showcases the pivotal role of interdisciplinary research in addressing diverse pressures from coastal development and including local communities for an effective advance in understanding blue justice issues."
"Blue Growth: A Transitions Approach to Developing Sustainable Pathways","https://scispace.com/paper/blue-growth-a-transitions-approach-to-developing-sustainable-1bfjnepk","2022","Journal Article","Journal of ocean and coastal economics","","10.15351/2373-8456.1143","","- **Relevance Score:** 47/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses transitions framework to steer EU marine governance; analyses multiple marine sectors but lacks explicit justice focus; provides EU case studies, actionable transition recommendations, interdisciplinary analysis, and stakeholder engagement, but no quantitative impact metrics.","The sustainable management of Blue Growth is an urgent issue for coastal states. Marine industries have rapidly expanded over the last two decades and this is projected to continue with the European Green Deal and post-COVID economic recovery policies. The intensification of Blue Growth could have adverse socio-ecological implications and must, therefore, be managed in terms of sustainability, natural resource boundaries, and coastal community well-being. Managing Blue Growth in a sustainable manner however, is challenging due to the longstanding inefficiencies and inertia of existing marine governance regimes. Adopting a transitions approach has been advanced as a way of steering regime change so that it is not inhibited by these persistent problems. This paper reports on four case studies that adopt transitions thinking and use the multi-level perspective as a broad analytical framework through which to understand institutional dynamics, drivers and responses within core marine sectors. Our case studies analysis reveals several significant pressures for regime change within key marine sectors. These pressures need to be addressed through the adoption of a transition management approach. By adopting this approach and engaging key stakeholders, national and EU marine governance authorities can develop sustainable Blue Growth pathways that minimize the impact of continued growth on communities and the marine environment, maximizing the implementation of sustainable practices and addressing issues such as biodiversity loss and climate change. "
"‘There just can’t be green without blue’: Sustainability and fishers in the EU’s blue economy","https://scispace.com/paper/there-just-cant-be-green-without-blue-sustainability-and-d095omhq5qbv","2025","Journal Article","Revista Catalana de Dret Ambiental","Emily Cunniffe","10.17345/rcda4124","","- **Relevance Score:** 46/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes EU fisheries law and labor rights, linking social justice to blue economy goals; lacks multi‑sector coverage and quantitative or case‑study depth.","El treball a la pesca està entrellaçat amb la natura, i els efectes del canvi climàtic i la degradació del medi ambient ja es deixen sentir. Per fer front al canvi climàtic, el 2019, la UE va publicar una nova estratègia de creixement, el Pacte Verd Europeu (EGD), que busca desvincular el creixement de l'ús de recursos i assolir la neutralitat climàtica per al 2050. L'EGD reconeix que una economia blava sostenible és important per aquests objectius. Però què significa una economia blava sostenible per als que treballen en un dels seus principals sectors, la pesca? Aquest article examina dos instruments clau de la legislació pesquera de la UE, la Política Pesquera Comuna (PPC) i la Directiva sobre el treball a la pesca 2017/159. La sostenibilitat -econòmica, mediambiental i social- és un objectiu clau de la PPC, però la sostenibilitat social continua estant poc desenvolupada. Alhora, la Directiva sobre el treball en la pesca conté poques disposicions que vinculin les proteccions laborals amb el medi ambient. Aquest article sosté que la legislació pesquera ha creat una falsa disjuntiva entre la regulació del treball i la del medi ambient, cosa que té com a conseqüència obstaculitzar qualsevol recerca significativa de la sostenibilitat o d'una transició justa al sector. "
