"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Crews of convenience from the South West Pacific: the 'German' sailors of Kiribati","https://scispace.com/paper/crews-of-convenience-from-the-south-west-pacific-the-german-5cmc7cm53r","2001","Journal Article","New Zealand journal of industrial relations","Richard Morris
Thomas Klikauer","","","Discusses the employment of Kiribati seafarers on German owned and flagged shipping. Examines the origins of the German shipping industry sponsored training and recruitment programmes on the Kiribati atolls. Assesses the implications of the creation of a manorial 'internal' labour market for German container shipping in the South West Pacific. Looks at the impact of labour participation in the international shipping industry on the former fisherfolk of Kiribati. Relates the experience of the Kiribati seafarers to the general 'flag of convenience' and 'crews of convenience' phenomenon, arguably the central issue in the current industrial and social study of global merchant shipping.","In this paper, the employment of Kiribati seafarers on German owned and flagged shipping is discussed and the origins of the German shipping industry sponsored training and recruitment programs on the Kiribata atolls."
"Forgotten keyworkers: the experiences of British seafarers during the COVID-19 pandemic","https://scispace.com/paper/forgotten-keyworkers-the-experiences-of-british-seafarers-2z6a848v","2022","Journal Article","Economic and Labour Relations Review","Helen Devereux
Emma Jane Kirsty Wadsworth","10.1177/10353046221079136","","During the COVID-19 pandemic the UK Government designated seafarers as keyworkers. This article explores their experiences in an industry operating under international legislation designed to ensure and maintain their employment and working conditions. Three hundred and fifty-two British seafarers completed an online questionnaire. The findings revealed two key themes: the erosion of the terms and conditions of those who work at sea, and the differing experiences of those who were precariously employed on single voyage contracts in comparison to those in permanent employment. In contrast with precariously employed individuals, more seafarers with permanent contracts were joining the vessel as normal and fewer were not being paid having been unable to join a ship as scheduled. In a similar vein, fewer permanently employed seafarers were adversely financially impacted during the pandemic. The article concludes that those with the weakest employment relationships have experienced the greatest challenges as a result of the COVID-19 pandemic–a scenario which was possible as a result of the limited enforcement of the regulatory framework intended to protect those who work at sea.","In this paper , the authors explored seafarers' experiences in an industry operating under international legislation designed to ensure and maintain their employment and working conditions during the COVID-19 pandemic."
"An analytical review of the treatment of seafarers under the current milieu of the international law relating to maritime labour and human rights","https://scispace.com/paper/an-analytical-review-of-the-treatment-of-seafarers-under-the-1ps8xpqmrz","2009","","","Maria R. S. B. Hubilla","","https://scispace.com/pdf/an-analytical-review-of-the-treatment-of-seafarers-under-the-1ps8xpqmrz.pdf","Title of Dissertation : An Analytical Review of the Treatment of Seafarers Under the Current Milieu of the International Law Relating to Maritime Labour and Human Rights Degree : Master of Science (MSc) The humane treatment of seafarers has been a long standing issue synchronic with the evolution of seafaring. Their categorisation as a special group of maritime workers was borne out of the distinctive nature of their work on board the ship. The far reaching expanse of the sea made them isolated and inaccessible from the protection of a legal system that normally cease or change at every border of a territorial State. This is where the seafarer’s human rights and welfare becomes vulnerable, in the face of legal complexities and uncertainties. Having in mind the disadvantaged position of the lowest members in the shipping society, and the rampant violation of their rights brought about by the rising trend in the criminalisation of seafarers in the event of maritime accident, denial of shore leave and abandonment of seafarers, various international laws and legal instruments were formulated and instituted by the different international bodies and entities to address the above stated problems. This paper will, therefore, undertake a critical analysis of the different legal regimes that are relevant to the rights of seafarers, for the purpose of determining their efficacy in protecting the rights and interests of the seafarers. This is in the light of the fact that among the numerous international instruments existing today, nothing ever dealt specifically at protecting the seafarer’s human rights and welfare while at the same time the violation and disregard of their fundamental rights continue. The inevitable effect from the unrelenting ill-treatment of seafarers is being manifested by the occurring shortage of ship officers and the waning interest in the seafaring career which will undoubtedly hamper the efficiency of the world’s fleet that is being manned and operated through the unrivalled skills of the seafarers.","In this article, an analytical review of the treatment of seafarers under the current Milieu of the International Law Relating to Maritime Labour and Human Rights is presented, for the purpose of determining their efficacy in protecting the rights and interests of the seafarers."
"The Seafarers' Urban World: A Critical Review:","https://scispace.com/paper/the-seafarers-urban-world-a-critical-review-3woeygji43","2013","Journal Article","The International Journal of Maritime History","Robert Lee","10.1177/084387141302500103","","This paper addresses some of the outstanding issues relating to our perception
of the seafarer’s urban world. It reassesses the stereotypical image of Jack
ashore, particularly in relation to drink and crime, as well as the perception
and experience of the urban environment; locates seafarers within their family,
kin and communal networks; explores the linkages between maritime and
shore-based employment; and analyzes the extent and significance of welfare
support in mediating the experience of the urban world. It also places the
analysis of the seafarer’s shore-based experiences within a wider conceptual
and methodological framework rather than accepting at face value the normative
accounts found in the work of some maritime historians and which continue
to mould and structure popular opinion.","In this paper, the authors address some of the outstanding issues relating to our perception of seafarers' urban world and place the seafarer's shore-based experiences within a wider conceptual and methodological framework rather than accepting at face value the normative account of some maritime historians."
"The Lifestyle of Merchant Seamen: a Sociological Analysis of Occupationally Induced Marginality.","https://scispace.com/paper/the-lifestyle-of-merchant-seamen-a-sociological-analysis-of-2ioyx4gf","2022","Dissertation","","","10.31390/gradschool_disstheses.3848","","Marginality is a theme which pervades the social existence of merchant seamen. Work takes place in a setting without long term personal commitments to job, to place, or to co-workers. On the beach, social relations tend toward the transitory, and where long term relations are established, the seaman is forced to partial participation. This research explores the influence of this occupation on social marginality and social integration of its members. Data were collected using a survey instrument from a sample of 251 seamen, both officers and crew. Factors determining variance in levels of alienation are examined, as well as the effects of life as a merchant seaman on family organization and community participation. Supplementary qualitative data from participant observation and depth interview are also used. A typology of the lifestyle adaptations and social identities of merchant seamen are developed. Implications of industry changes for the occupational lifestyle are discussed. ","This paper explored the influence of this occupation on social marginality and social integration of its members, and found that marginality is a theme which pervades the social existence of merchant seamen, and the effects of life as a merchant seaman on family organization and community participation."
"The social structure of crews of British dry cargo merchant ships: A study of the organization and environment of an occupation","https://scispace.com/paper/the-social-structure-of-crews-of-british-dry-cargo-merchant-1p2vtaqawh","1974","Book","","Peter H. Fricke","","","This study, undertaken from 1967 to 1969, was of the crews of 28 British merchant ships. All told, 824 seafarers were interviewed, and basic sociographic data were obtained which were then applied to an analysis of the effects of the organization and social environment of seafaring as an occupation. The theoretical basis for the study was taken from the work of Burns and Stalker (1961) and Lawrence and Lorsch (1967, 1969). The concern was with the analysis of the organizational variables of shipboard life in relation to the attitudes and expectations of the seafarers. To isolate the organizational variables, matched pairs of shipping companies were chosen by size, type of trading pattern, and ownership. Bach company had also been ranked by seafarers in terms of preference as an employer, and each pair had a company that was preferred and one that was not. Six companies took part in the study. It was found that the preferred company in each pair was relatively organismic in comparison with the other company, and that companies with moderately certain market environments were less bureaucratic than companies with very certain or very uncertain market environments. The conclusion reached was that where there was a high level of integration of organizational subsystems, seafarers had a high level of perceived job satisfaction. The major factor in this integration was the ability to innovate within the work role of the individual seafarer and thus to create a sense of self-determination of the operation of the ship by the members of the shipboard community.","The authors in this article found that seafarers had a high level of perceived job satisfaction and that the major factor in this integration was the ability to innovate within the work role of the individual seafarer and thus to create a sense of self-determination of the operation of the ship by the members of shipboard community."
"On the Characteristics of the Seaman Labor","https://scispace.com/paper/on-the-characteristics-of-the-seaman-labor-9f14u68puqab","","","","WANG Xiu-fen
ZHU Yu-zhu","10.3969/j.issn.1671-7031.2005.02.007","","The article analyzes the foundation of enacting crew law based on the Marxist philosophy-the specialty of the productivity and the production relations, mainly including the specialties of seaman labor, labor relations of seaman and labor process of seaman, and draws a conclusion that seaman labor is very different from the general labor on land in the aspects of the labor ability, both parties' rights and position in the labor relation and the labor process in various production factor that carries on combining and becoming the product-sea transportation service. Therefore, labor law used for adjusting the general labor relation on land,is unfit for the demand of the seaman labor relation adjustment. In order to protect the rights of laborers of mariners and prompt the development of marine industry, we should enact the special law of the labor law-the crew law.","This study examines the unique characteristics of seaman labor, distinguishing it from land-based labor, and argues for a specialized ""crew law"" to protect mariners' rights and promote the marine industry's development, given the inadequacy of existing labor laws."
"Employment of Foreign Seafarers on Australian Controlled Ships – Domestic Industrial Legislation and Maritime Awards, International Conventions of the International Labour Organisation and the International Maritime Organisation, and the International Transport Workers’ Federation","https://scispace.com/paper/employment-of-foreign-seafarers-on-australian-controlled-igcdxqlicr","2000","Journal Article","Maritime Studies","Edward N. Eadie","10.1080/07266472.2000.10878598","","(2000). Employment of Foreign Seafarers on Australian Controlled Ships – Domestic Industrial Legislation and Maritime Awards, International Conventions of the International Labour Organisation and the International Maritime Organisation, and the International Transport Workers’ Federation. Maritime Studies: Vol. 2000, No. 112, pp. 1-20.","In this paper, employment of foreign seafarers on Australian Controlled Ships is discussed. But the authors focus on the employment of seafarers in Australian controlled ships, and do not consider the International Transport Workers' Federation."
"The social isolation of seafarers: causes, effects, and remedies.","https://scispace.com/paper/the-social-isolation-of-seafarers-causes-effects-and-epxmt9ha5b","2003","Journal Article","International Maritime Health","Helen Sampson
Michelle Thomas","","","The human element is increasingly acknowledged as an important factor contributing to accidents at sea. What is infrequently considered however, is the extent to which social isolation, and its effects on seafarers, contributes to both marine incidents and to the problems of seafarer retention currently experienced throughout the industry as a whole. This paper draws on the findings of several related studies undertaken at the Seafarers International Research Centre (1999-2002) along with a number of published studies on seafarer health. In doing so it considers both the causes and potential effects of social isolation on seafarers. These areas have not traditionally been subject to systematic scrutiny and analysis. As such they are substantially under-researched and are often under-emphasised by policy makers and practitioners in the maritime sector. Using participant observation and detailed qualitative studies the paper explores these issues in an effort to bring them on to the accident prevention agenda and to highlight the need for further detailed research in this area. In drawing to a conclusion the paper highlights a number of steps that could be taken by shipping companies to militate against social isolation and to encourage better mental health amongst modern day seafarers.","A number of steps that could be taken by shipping companies to militate against social isolation and to encourage better mental health amongst modern day seafarers are highlighted."
"On the characteristics of the seaman labor","https://scispace.com/paper/on-the-characteristics-of-the-seaman-labor-4pd35vahi8","2005","Journal Article","Journal of Dalian Maritime University","Wang Xiu-fen","","","The article analyzes the foundation of enacting crew law based on the Marxist philosophy-the specialty of the productivity and the production relations, mainly including the specialties of seaman labor, labor relations of seaman and labor process of seaman, and draws a conclusion that seaman labor is very different from the general labor on land in the aspects of the labor ability, both parties' rights and position in the labor relation and the labor process in various production factor that carries on combining and becoming the product-sea transportation service Therefore, labor law used for adjusting the general labor relation on land,is unfit for the demand of the seaman labor relation adjustment In order to protect the rights of laborers of mariners and prompt the development of marine industry, we should enact the special law of the labor law-the crew law","In this article, the authors analyze the foundation of the crew law based on the Marxist philosophy and draw a conclusion that seaman labor is very different from general labor on land in the aspects of the labor ability, both parties' rights and position in the labor relation and the labor process in various production factors that carries on combining and becoming the product-sea transportation service."
"Union Networks and Global Unionism in Maritime Shipping","https://scispace.com/paper/union-networks-and-global-unionism-in-maritime-shipping-43bnkm7dtf","2005","Journal Article","Relations Industrielles-industrial Relations","Nathan Lillie","10.7202/011540AR","https://scispace.com/pdf/union-networks-and-global-unionism-in-maritime-shipping-43bnkm7dtf.pdf","Under the auspices of the International Transport Workers’ Federation’s (ITF) Flag of Convenience campaign, maritime unions have developed transnational global structures exploiting interdependencies in transportation production chains. The ITF, a London-based association of transport unions, connects the struggles of seafarers and port workers through a global strategy of union networking and coordinated industrial action. Seafaring unions draw on the industrial leverage of port workers to negotiate minimum standard pay agreements, while dock unions leverage the growing influence of the ITF in fighting union busting in ports. A global transnational ship inspector network provides the power basis for imposing collective agreements on shipowners. Although conceived as a resource for organizing seafarers, the inspectorate also provides port unions with leverage.","The International Transport Workers' Federation (ITF) flag of convenience campaign has been used to connect seafarers and port workers through a global strategy of union networking and coordinated industrial action as mentioned in this paper."
"Occupational Behaviour and Commitment of Seamen","https://scispace.com/paper/occupational-behaviour-and-commitment-of-seamen-38msp3suzi","1975","Journal Article","Maritime Policy & Management","Bilha F. Mannheim
Eliezer Rosenstein","10.1080/03088837500000007","","(1975). Occupational Behaviour and Commitment of Seamen. Maritime Studies and Management: Vol. 3, No. 1, pp. 41-51.","In this paper, the authors discuss the Occupational Behaviour and Commitment of Seamen in the Maritime Studies and Management: Vol. 3, No. 1, pp. 41-51."
"Ship manning and safety : problems in the recruitment, selection and retention of seafarers : a global view","https://scispace.com/paper/ship-manning-and-safety-problems-in-the-recruitment-546v487jkc","2002","","","Solomon Usman Jatau","","https://scispace.com/pdf/ship-manning-and-safety-problems-in-the-recruitment-546v487jkc.pdf","Title of Dissertation: Ship Manning and Safety: Problems in the Recruitment, Selection and Retention of Seafarers – A Global View.","In this paper, a global view of the problems in the recruitment, selection, and retention of seafarers is presented in a ship Manning and Safety: Problems in Recruitment, Selection and Retention of Seafarers."
"Sailing on a Neoliberal Sea: Multinational Seafarers on Container Ships","https://scispace.com/paper/sailing-on-a-neoliberal-sea-multinational-seafarers-on-509o3toa4s","2011","","","Andrew Wu Liang","","","Containerization has revolutionized not only shipping, including its operation, organization and productivity, but also the economic geography of production, trade and consumption since the late 1950s. After the economic crises in the 1970s, the incessant neoliberal quest by shipping businesses has also “containerized” seafarers, the vanguard transport workers at the core of economic globalization. Working at sea for their livelihood at home is a moral dilemma that entraps seafarers in the second-best choice, leaving them with virtually no alternatives. Restricted contact with home, denial of shore leave, lowered manning scales and single-person tasking have all exacerbated the sense of isolation at sea. Subject to constant loading, unloading and reloading of their bodies, seafarers of different nationalities are drifting in the market until they leave the industry or until they are finally scrapped. The exigencies of the neoliberal system, as manifested in industrial discipline and allied networks of control, enforce relative harmony among nationalities on board. This research on seafarers challenges the logic of area studies in social sciences and, at the same time, permits rethinking of the vastly facilitated mobility of our times.","In this article, the authors present a study on seafarers in the context of containerization, which challenges the logic of area studies in social sciences and, at the same time, permits rethinking of the vastly facilitated mobility of our times."
"“The Historians and Maritime Labour, c. 1850-1930”","https://scispace.com/paper/the-historians-and-maritime-labour-c-1850-1930-29bu76jstl","1995","","","Luke Trainor","","","In recent years maritime and labour history have shown a commendable tendency to bridge the chasms that all too often exist between various specialisations. Although this chapter reflects on recent advances in labour history, it also offers a considerable degree of maritime coverage. No maritime endeavour could exist without the labour of dockers (in other English-speaking countries known as waterside workers, wharfies or longshoremen) and seamen. Although other occupations, including those associated with the shipbuilding and repair industries, are also part of maritime labour, this chapter will largely deal with these two groups. Its geographic and political focus will, with an occasional glance elsewhere, be directed on Great Britain, Australia and New Zealand. The maritime labour markets of these three countries were closely linked through the mobility of the seamen and the international perspectives of their unions, as well as because many of the shipping companies operating in their waters were closely connected. Indeed, throughout the period, British shipping was by far the greatest employer of maritime labour in the world. Early Organisation The trade increases of the early 1850s gave British port workers an opportunity to organise and strike, a point noted by John Lovell in 1969. The significance of this was debated then and later, since it relates to the way in which nineteenth-century labour is to be understood. Eric Hobsbawm had argued that periodic labour “explosions” were at first functions of destitution, wage policies, and problems of food distribution, but were replaced gradually by patterns connected in complex ways to the trade cycle. This interpretation was criticised, as was the characterisation of the third quarter of the century as dominated by a “labour aristocracy” in the form of new craft unions with restricted entry, an emphasis on benefits and a disinclination to strike. Other studies have provided more detail on early maritime labour organisation while affirming its essential character. At the two most significant British ports, London and Liverpool, dock workers’ strikes were brief and unions ephemeral. Seafarers were not much different. There was a strike involving 8-10,000 people in 1851 in these and other ports that secured a wage increase, but seafarers were more conscious of the disciplinary features of the 1850 Marine Act than of the alleged protection it afforded from coercive treatment by masters and shipowners.","In the early 1850s, a strike involving 8-10,000 people in London and other ports that secured a wage increase, but seafarers were more conscious of the disciplinary features of the 1850 Marine Act than of the alleged protection it afforded from coercive treatment by masters and shipowners as mentioned in this paper."
"Major trends in work at sea: outline of a political economy of maritime labour","https://scispace.com/paper/major-trends-in-work-at-sea-outline-of-a-political-economy-2abxejk60h","2023","Book Chapter","","Jörn Boewe","10.4337/9781839106583.00063","","Work conditions and economic trends in the maritime sector often only refer to seafarers on board merchant ships and dockworkers. This conventional view is no longer appropriate in the face of recent and long-term trends in the maritime economy. To understand what the political economy of maritime labour is, we must first take an integrated, overall view to define the field, including industries like fishery, off-shore-wind-energy or ship-building and ship wrecking, just to mention some. The article discusses what a meaningful description of the maritime-industrial-logistic complex could be and outlines some of its key structural features and trends. How many employees work ""around shipping,"" in which fields of activity and under which working conditions? How does the recruitment of maritime personnel work today? It provides an overview of the major global players among shipping companies, crewing agencies, port operators and shipyards. The long-term trends in the global labour market for seafarers, the global downward spiral in wages and working conditions triggered by the system of ""flags of convenience"" are portrayed, but also the partially successful efforts of the International Transport Workers' Federation and national trade unions to stop and maybe reverse the ""race to the bottom"". ","Major trends in work at sea encompass a wide range of maritime industries and activities beyond seafarers on board merchant ships and dockworkers. To understand the political economy of maritime labour, a comprehensive overview of the maritime-industrial-logistic complex is required, including industries like fishery, off-shore-wind-energy, and ship-building and ship wrecking."
