"Correlation id,""Operation name"",""Status"",""Event category"",""Level"",""Time"",""Subscription"",""Event initiated by"",""Resource type"",""Resource group"",""Resource"""
"ec6d3399-3ead-4d14-8897-d7682498072a,""Read database account"",""Running"",""Administrative"",""Informational"",""2025-09-16T06:17:44.597Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.DocumentDb/databaseAccounts"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.DocumentDb/databaseAccounts/robertbartlomiejski"""
"ec6d3399-3ead-4d14-8897-d7682498072a,""Read database account"",""Running"",""Administrative"",""Informational"",""2025-09-16T06:18:00.242Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.DocumentDb/databaseAccounts"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.DocumentDb/databaseAccounts/robertbartlomiejski"""
"ec6d3399-3ead-4d14-8897-d7682498072a,""Update database account"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T06:18:18.279Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.DocumentDb/databaseAccounts"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.DocumentDb/databaseAccounts/robertbartlomiejski"""
"c1706057-c685-4c16-8274-d14a61f02701,""Validate Deployment"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T06:16:29.259Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Azure.CosmosDB-20250916081652"""
"c1706057-c685-4c16-8274-d14a61f02701,""Validate Deployment"",""Started"",""Administrative"",""Informational"",""2025-09-16T06:16:28.774Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Azure.CosmosDB-20250916081652"""
"64507c02-53e8-43fc-8aee-1bc13ec4d5fb,""Validate Deployment"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T06:16:22.517Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Azure.CosmosDB-20250916081645"""
"64507c02-53e8-43fc-8aee-1bc13ec4d5fb,""Validate Deployment"",""Started"",""Administrative"",""Informational"",""2025-09-16T06:16:21.892Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Azure.CosmosDB-20250916081645"""
"72e5246f-aa21-493d-b7cc-5449a0377e3a,""List Classify Services"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:59:58.367Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Support"""
"72e5246f-aa21-493d-b7cc-5449a0377e3a,""List Classify Services"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:59:57.930Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Support"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""'auditIfNotExists' Policy action."",""Succeeded"",""Policy"",""Informational"",""2025-09-16T05:59:48.142Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Create Deployment"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:49:34.598Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074950"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Create Deployment"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:35.755Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074950"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Create Deployment"",""Accepted"",""Administrative"",""Informational"",""2025-09-16T05:49:35.786Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074950"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Set Search Service"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:49:38.591Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""'audit' Policy action."",""Succeeded"",""Policy"",""Warning"",""2025-09-16T05:49:38.732Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""'auditIfNotExists' Policy action."",""Started"",""Policy"",""Informational"",""2025-09-16T05:49:43.326Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Set Search Service"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:43.529Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Create Deployment"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:44.122Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074950"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""Set Search Service"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:59:41.711Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""'audit' Policy action."",""Succeeded"",""Policy"",""Warning"",""2025-09-16T05:59:48.142Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""'auditIfNotExists' Policy action."",""Succeeded"",""Policy"",""Informational"",""2025-09-16T05:59:48.142Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"b274f314-8817-4d90-b7ec-aa1d276125fa,""'audit' Policy action."",""Succeeded"",""Policy"",""Warning"",""2025-09-16T05:59:48.142Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Search/searchServices"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourcegroups/rbhabazure/providers/Microsoft.Search/searchServices/pactquart1"""
"39baf8dc-b749-42de-b9b8-b90b3a840d17,""Validate Deployment"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:34.201Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074950"""
"39baf8dc-b749-42de-b9b8-b90b3a840d17,""Validate Deployment"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:49:32.372Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074950"""
"545f5c4e-895f-47b6-bbb2-c50505b8266a,""Register the Search Resource Provider"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:26.098Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/microsoft.search"""
"545f5c4e-895f-47b6-bbb2-c50505b8266a,""Register the Search Resource Provider"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:49:26.051Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/microsoft.search"""
"1f63a6b7-20f6-4acd-9e71-639673f1ad9a,""Validate Deployment"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:17.080Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074924"""
"1f63a6b7-20f6-4acd-9e71-639673f1ad9a,""Validate Deployment"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:49:14.611Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"",""Microsoft.Resources/deployments"",""rbhabazure"",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/resourceGroups/rbhabazure/providers/Microsoft.Resources/deployments/Microsoft.Template-20250916074924"""
"7df6d4ba-b2f7-406c-8b81-388cb7fc5c1f,""Register the Search Resource Provider"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:49:00.140Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/microsoft.search"""
"7df6d4ba-b2f7-406c-8b81-388cb7fc5c1f,""Register the Search Resource Provider"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:49:00.077Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/microsoft.search"""
"8a4bb03f-9cb3-459c-a8c9-918abe6118a2,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:46.352Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"8a4bb03f-9cb3-459c-a8c9-918abe6118a2,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:45.380Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"8a4bb03f-9cb3-459c-a8c9-918abe6118a2,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:45.403Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"8a4bb03f-9cb3-459c-a8c9-918abe6118a2,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:46.224Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"1d5b6279-0cf0-4372-be02-ec29d5f14169,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:46.038Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"1d5b6279-0cf0-4372-be02-ec29d5f14169,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:45.099Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"1d5b6279-0cf0-4372-be02-ec29d5f14169,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:45.100Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"1d5b6279-0cf0-4372-be02-ec29d5f14169,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:46.021Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"f4a1ddef-fa0f-4279-ab00-84cc3e9da5b6,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:45.542Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"f4a1ddef-fa0f-4279-ab00-84cc3e9da5b6,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:44.373Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"f4a1ddef-fa0f-4279-ab00-84cc3e9da5b6,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:44.714Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"f4a1ddef-fa0f-4279-ab00-84cc3e9da5b6,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:44.779Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"ec336e69-ee40-41a2-98e1-1068e273212e,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:45.073Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"ec336e69-ee40-41a2-98e1-1068e273212e,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:44.168Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"ec336e69-ee40-41a2-98e1-1068e273212e,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:44.276Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"ec336e69-ee40-41a2-98e1-1068e273212e,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:45.012Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"37ca5fca-7d72-46a3-94ad-8fe6b7f90fa7,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:44.057Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"37ca5fca-7d72-46a3-94ad-8fe6b7f90fa7,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:43.180Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"37ca5fca-7d72-46a3-94ad-8fe6b7f90fa7,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:43.229Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"37ca5fca-7d72-46a3-94ad-8fe6b7f90fa7,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:44.040Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"9665fa13-72e8-4950-9e20-fb48754dfa50,""Check Service Name Availability"",""Succeeded"",""Administrative"",""Informational"",""2025-09-16T05:46:43.617Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
"9665fa13-72e8-4950-9e20-fb48754dfa50,""Check Service Name Availability"",""Started"",""Administrative"",""Informational"",""2025-09-16T05:46:42.276Z"",""2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e"",""robert.bartlomiejski@usz.edu.pl"","""","""",""/subscriptions/2dc73f4d-e58e-4cdf-a7f2-68e77cd9c34e/providers/Microsoft.Search"""
