"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Sailing on a Neoliberal Sea: Multinational Seafarers on Container Ships","https://scispace.com/paper/sailing-on-a-neoliberal-sea-multinational-seafarers-on-509o3toa4s","2011","","","Andrew Wu Liang","","","Containerization has revolutionized not only shipping, including its operation, organization and productivity, but also the economic geography of production, trade and consumption since the late 1950s. After the economic crises in the 1970s, the incessant neoliberal quest by shipping businesses has also “containerized” seafarers, the vanguard transport workers at the core of economic globalization. Working at sea for their livelihood at home is a moral dilemma that entraps seafarers in the second-best choice, leaving them with virtually no alternatives. Restricted contact with home, denial of shore leave, lowered manning scales and single-person tasking have all exacerbated the sense of isolation at sea. Subject to constant loading, unloading and reloading of their bodies, seafarers of different nationalities are drifting in the market until they leave the industry or until they are finally scrapped. The exigencies of the neoliberal system, as manifested in industrial discipline and allied networks of control, enforce relative harmony among nationalities on board. This research on seafarers challenges the logic of area studies in social sciences and, at the same time, permits rethinking of the vastly facilitated mobility of our times.","In this article, the authors present a study on seafarers in the context of containerization, which challenges the logic of area studies in social sciences and, at the same time, permits rethinking of the vastly facilitated mobility of our times."
"Major trends in work at sea: outline of a political economy of maritime labour","https://scispace.com/paper/major-trends-in-work-at-sea-outline-of-a-political-economy-2abxejk60h","2023","Book Chapter","","Jörn Boewe","10.4337/9781839106583.00063","","Work conditions and economic trends in the maritime sector often only refer to seafarers on board merchant ships and dockworkers. This conventional view is no longer appropriate in the face of recent and long-term trends in the maritime economy. To understand what the political economy of maritime labour is, we must first take an integrated, overall view to define the field, including industries like fishery, off-shore-wind-energy or ship-building and ship wrecking, just to mention some. The article discusses what a meaningful description of the maritime-industrial-logistic complex could be and outlines some of its key structural features and trends. How many employees work ""around shipping,"" in which fields of activity and under which working conditions? How does the recruitment of maritime personnel work today? It provides an overview of the major global players among shipping companies, crewing agencies, port operators and shipyards. The long-term trends in the global labour market for seafarers, the global downward spiral in wages and working conditions triggered by the system of ""flags of convenience"" are portrayed, but also the partially successful efforts of the International Transport Workers' Federation and national trade unions to stop and maybe reverse the ""race to the bottom"". ","Major trends in work at sea encompass a wide range of maritime industries and activities beyond seafarers on board merchant ships and dockworkers. To understand the political economy of maritime labour, a comprehensive overview of the maritime-industrial-logistic complex is required, including industries like fishery, off-shore-wind-energy, and ship-building and ship wrecking."
"The Maritime Labour Convention 2006: A Frozen Revolution in the Realisation of Social Justice for Seafarers","https://scispace.com/paper/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7","2013","","","Lloyd Cameron","","https://scispace.com/pdf/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7.pdf","Realising social justice has been one of the central goals of the International Labour Organisation since its inception. Yet today the unique environment and dangers associated with working at sea make the world’s 1.2 million seafarers a particularly vulnerable group, both in terms of their physical safety and mental wellbeing, and concerning the realisation of social justice.

Social justice is a somewhat abstract term, taken to refer to the “fair” balance of power and benefits between different groups in society. Central to this notion of “fairness” is the respect for liberties and human dignity. However, international maritime law has traditionally focused on political and economic considerations rather than the social needs of the seafarer. This problem has been exacerbated by the advent of globalisation and an increasing tendency within the industry for shipowners to seek out flags of convenience, allowing them to legitimately subvert the international labour standards developed by the ILO with the intention of cutting operational costs. Seafarers have become commodified, seen as objects of the industry rather than subjects of the law who are entitled to rights and protections.

This thesis examines how the innovations contained in the 2006 Maritime Labour Convention are likely to combat these problems and influence the realisation of social justice for seafarers when they come into effect in August 2013.

While not revolutionising the content of the rights and protections afforded to seafarers during the course of their employment, this thesis identifies several innovations concerning implementation and enforcement where the MLC has broken new ground and looks set to revolutionise the realisation of social justice for seafarers.

Consolidation of the previous plethora of maritime labour conventions into a single instrument seems set to increase the accessibility and understanding of rights for seafarers while also providing a focal point through which to incorporate maritime labour considerations into international maritime law – achieving so-called “Fourth Pillar” status for the MLC. In addition, a global legal space for maritime labour rights looks set to be created, working within the jurisdictional framework already established by maritime labour law to strive towards the universalization of seafarers’ rights and foster the ability to human rights forum shop to gain access to justice. Finally, the MLC has provided, for the first time, a legal foundation backed by an enforcement mechanism embedded in competition norms for corporate social responsibility, turning the flag of convenience system on its head and seeking to hand the competitive advantages to those shipping companies who respect and adhere to international labour standards.

The thesis concludes by reflecting recognising that the MLC has therefore made considerable strides towards the substantive realisation of social justice but tempers this by acknowledging the need to monitor and evaluate how these provisions are interpreted and applied in practice when the Convention comes into effect.","In this paper, the authors examine how the innovations contained in the 2006 Maritime Labour Convention are likely to combat these problems and influence the realisation of social justice for seafarers when they come into effect in August 2013."
"Management and labour in shipping: A role for co-operatives","https://scispace.com/paper/management-and-labour-in-shipping-a-role-for-co-operatives-43uv1ixznz","2003","Journal Article","WMU journal of maritime affairs","Peter Davis
Laszlo J. Kovats","10.1007/BF03195039","","The employment and management policies of the shipping industry are in legal and administrative confusion. The shipping industry is struggling with an unworkable global governance based on flag state sovereignty and a sanctionless international regulatory regime. Seafarers suffer most from this state of affairs, but so do the shipping industry’s public image. Few co-operatives of maritime workers exist in national or international shipping. A new employment theory is long overdue. Human centred management policies can only attain their full potential through co-operative or mutual associations. This paper describes the application of enlightened and socially conscious management principles to the shipping industry. Seafarers’ co-operatives are the future organisational building blocks of the shipping industry. Co-operatives can rescue maritime workers from developing countries from exploitation and the debilitating effects of casual labour by providing “all in one” seagoing and shore based professional careers. Seafarers’ co-operatives can solve the shipping industry’s maritime training and education problems. The seven universal principles of co-operative management will guide shipping management in setting human centred objectives that command respect of those who come in contact with the shipping industry.","In this paper, the authors describe the application of enlightened and socially conscious management principles to the shipping industry and describe how seafarers' co-operatives can rescue maritime workers from developing countries from exploitation and the debilitating effects of casual labour by providing ""all in one"" seagoing and shore based professional careers."
"Promoting and Developing Seafarers’ Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/promoting-and-developing-seafarers-welfare-under-the-13o1cxpswk","2013","Journal Article","SPOUDAI Journal of Economics and Business","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","https://scispace.com/pdf/promoting-and-developing-seafarers-welfare-under-the-13o1cxpswk.pdf","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect.
JEL Classifications: J81; I38; K31.
Keywords: Crew welfare; welfare services and facilities; seafarers; well-being; research agenda.","In this paper, the authors examined the effect of welfare interventions onboard and ashore in the development and promotion of seafarers' well-being and examined the theoretical context of welfare and its aspects concerning the shipping industry."
"Developing and Promoting Seafarers' Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/developing-and-promoting-seafarers-welfare-under-the-58fcdi3rdh","2013","","","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect.","In this paper, the authors examined the effect of welfare interventions onboard and ashore in the development and promotion of seafarers' well-being and examined the theoretical context of welfare and its aspects concerning the shipping industry."
"Investigating seafarers’ hard and soft skills in maritime logistics: an overarching approach","https://scispace.com/paper/investigating-seafarers-hard-and-soft-skills-in-maritime-nmg8uk8w7k","2019","Journal Article","Impresa Progetto - Electronic Journal of Management","Teresina Torre
Marta Giannoni
Giovanni Colzi","","https://scispace.com/pdf/investigating-seafarers-hard-and-soft-skills-in-maritime-nmg8uk8w7k.pdf","The seafarers’ labour market is exposed to continuous changes in terms of requested skills. This trend imposes to seafarers a growing flexibility to face the changing factors that characterize the maritime and logistics cluster. These rapid changes in requested competences, jointly with severe working conditions at sea, lead seafarers to reasoning on potential job opportunities, for an ashore “second life”. The paper provides an overview of seafarers’ hard and soft skills. Then it proposes an ad-hoc framework for disentangling main issues related to competences in the shipping industry. Finally, the theoretical model proposed is used for scrutinizing those skills developed aboard that are expected to support ex-seafarers when searching satisfactory jobs ashore. The manuscript investigates skills in the maritime sector for the development of our conceptual framework. Moreover, it tests and validates this conceptual model, grounding on both anecdotal evidences and insights from experts and practitioners involved in the industry.","In this article, an overview of seafarers' hard and soft skills is provided, and an ad-hoc framework for disentangling main issues related to competences in the shipping industry is proposed."
"Analysis of the Role of Seafarers in the Adaption of Green Shipping Practice","https://scispace.com/paper/analysis-of-the-role-of-seafarers-in-the-adaption-of-green-u1ng90h3ehya","2025","Journal Article","","Asif Ali","10.38124/ijisrt/25apr303","","The study examines the role of seafarers in the adoption of green shipping practices in the maritime industry. It reveals that seafarers have varying levels of knowledge about environmentally friendly practices and the extent of their adoption varies across crews and vessels. The research emphasizes the need for comprehensive training programs, awareness campaigns, and incentives to encourage seafarers to engage in green shipping practices. However, the assurance of such programs varies among companies, indicating a need for more structured initiatives. The study also highlights the impact of shipping companies' sustainability initiatives and education programs on seafarers' roles. Sustainability initiatives significantly influence seafarers' responsibilities, emphasizing the adoption of new operational methods and technologies to reduce environmental threats. Education and training programs are crucial in equipping seafarers with the necessary skills and mindset to adapt to evolving industry requirements and sustainability measures. Seafarers' perceptions of environmental impact shape their conduct and participation in green activities onboard ships, contributing to a culture of environmental responsibility and innovation within the maritime sector. However, limitations such as sample size and scope warrant further research to explore specific training needs, program effectiveness, implementation barriers, and the long- term impact of green shipping practices on environmental sustainability metrics. ","This study examines seafarers' roles in adopting green shipping practices, revealing varying knowledge levels and adoption rates. Comprehensive training and incentives are needed, but company initiatives and education programs significantly influence seafarers' responsibilities and environmental conduct."
"Competency of merchant ship officers in the global shipping labour market: a study of the ‘Knowing-Doing’ gap","https://scispace.com/paper/competency-of-merchant-ship-officers-in-the-global-shipping-1ey2g7m7g8","2018","Dissertation","","Shahriar Mazhari","","","Shipping is one of the most globalised industries and is central to the world economy. It is estimated that over 50,000 ships (ICS 2017), manned by over 1.2 million seafarers, carry about 90 percent of world trade (ILO 2017). The seagoing workforce needed to operate these ships are drawn from the pool of the global shipping labour market. The safe and efficient operation of ships depends on the competence of the merchant ship officers who need to undergo diverse training in order to obtain the necessary knowledge and skills to perform shipboard tasks. In order to ensure the safe operation of ships and to harmonise the maritime education and training of the seafarers globally, the International Maritime Organisation (IMO) introduced the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers (STCW), which stipulates the minimum standard of competence prescribed for the seafarers. 
Although the STCW Convention set out to standardise seafarers’ education and training, there is evidence that indicates the Convention has not been uniformly implemented and subsequently seafarers are not being uniformly trained and certified across countries. Furthermore, there is also evidence that suggests the stakeholders in the industry, particularly ship owners and ship operators, perceive a gap between the training being provided to officers and the actual skills the officers need to perform their shipboard duties. Although the voice of seafarers is largely missing in the literature, there is anecdotal evidence that indicates this perception is also shared by the officers themselves. Hence, this research examines the perceived ‘gap’ in the skills and competency of merchant ship officers, based on a detailed investigation of key industry stakeholders. The research also examines the nature of the skills and competency gap and the underlying reasons behind the emergence of such a gap. 
The study adopts a qualitative research design to conduct the investigation in which a total of 61 informants, including ship owners, officers and trainers, across five countries, are interviewed. In addition, a documentary analysis is undertaken that includes policy documents, the STCW Convention, shipping companies’ training procedures and training institutes’ curricula, to complement the data from the semi-structured interviews. As a result of the STCW Convention undergoing a major revision during the course of the investigation, further interviews are conducted to examine whether the provisions of the revised Convention address the perceived skills and competency gap. 
The empirical study of stakeholder perceptions, along with documentary analysis of the industry’s literature, reveals that the skills and competency gap of the merchant ship officers in the global labour market is indeed a prominent issue that needs to be addressed. Through applying relevant learning theories to the research data, the competency gap is categorised into a gap in theory, or the ‘knowing’ gap, and a gap in practice, or the ‘doing’ gap. The findings show that while there is a ‘knowing’ gap in the education of the officers, the gap in ‘doing’ or the practical skills of the merchant ship officers is more salient. 
The underlying reasons for such a gap are found to be largely rooted in two major phenomena. One pertains to the globalisation of shipping that led to practices such as flagging out, the emergence of a global labour market for seafarers and the shifting of maritime education and training from Traditional Maritime Nations (TMNs) to newly emerging labour-supplying nations with varying socio-economic contexts. Findings include inconsistencies in implementation of the training standards across different countries, declining commitment of the shipping companies towards the training of the workforce, as well as shortcomings to the training institutions’ resources and practices. 
The second phenomenon relates to advances in technology and equipment, which have led to a reduction in the number of crew and also caused significant changes to the nature of the work on board, leading to a requirement for new skills and also affecting the process of learning. In other words, advances in technology and equipment on board introduce limitations to the traditional apprenticeship model of training as these new technologies call for a more cognitive approach to the learning process. This thesis concludes by recommending measures through which the gap can be addressed.","In this paper, the authors examined the perceived skills and competency gap between seafarers and the actual skills the seafarers need to perform their shipboard duties and suggested measures through which the gap can be addressed."
"Lives in Peril: Profit or Safety in the Global Maritime Industry?","https://scispace.com/paper/lives-in-peril-profit-or-safety-in-the-global-maritime-3bd3gpjlue","2013","Book","","David Walters
Nicholas J. Bailey","","","Lives in Peril demonstrates how and why seafarers are a vulnerable group of workers. It argues they are made so by the organisation and structure of their employment; the prioritisation of profit over safety by the actors that engage and control their labour; the limits of enforcement of the regulatory framework that is in place to protect them; and by their weakness as collective actors in relation to capital. The consequences of this vulnerability are seen in data on their occupationally-related morbidity and mortality - evidence that probably only represents a partial picture of the actual extent of the physical, mental and emotional harm resulting from work at sea. This volume's central argument is that this situation is likely to remain broadly unchanged as long as global maritime governance and regulation remains in thrall to the neo-liberal economic and political arguments that drive globalisation, and fails to enforce regulatory standards more robustly.","Lives in Peril as discussed by the authors argues seafarers are a vulnerable group of workers, made so by the organisation and structure of their employment, the prioritisation of profit over safety by the actors that engage and control their labour; the limits of enforcement of the regulatory framework that is in place to protect them; and their weakness as collective actors in relation to capital."
"Forgotten keyworkers: the experiences of British seafarers during the COVID-19 pandemic","https://scispace.com/paper/forgotten-keyworkers-the-experiences-of-british-seafarers-2z6a848v","2022","Journal Article","Economic and Labour Relations Review","Helen Devereux
Emma Jane Kirsty Wadsworth","10.1177/10353046221079136","","During the COVID-19 pandemic the UK Government designated seafarers as keyworkers. This article explores their experiences in an industry operating under international legislation designed to ensure and maintain their employment and working conditions. Three hundred and fifty-two British seafarers completed an online questionnaire. The findings revealed two key themes: the erosion of the terms and conditions of those who work at sea, and the differing experiences of those who were precariously employed on single voyage contracts in comparison to those in permanent employment. In contrast with precariously employed individuals, more seafarers with permanent contracts were joining the vessel as normal and fewer were not being paid having been unable to join a ship as scheduled. In a similar vein, fewer permanently employed seafarers were adversely financially impacted during the pandemic. The article concludes that those with the weakest employment relationships have experienced the greatest challenges as a result of the COVID-19 pandemic–a scenario which was possible as a result of the limited enforcement of the regulatory framework intended to protect those who work at sea.","In this paper , the authors explored seafarers' experiences in an industry operating under international legislation designed to ensure and maintain their employment and working conditions during the COVID-19 pandemic."
"Labour Flexibilization at Sea","https://scispace.com/paper/labour-flexibilization-at-sea-5gbhyl855w","2008","Journal Article","International Feminist Journal of Politics","Christine B. N. Chin","10.1080/14616740701747584","https://www.tandfonline.com/doi/pdf/10.1080/14616740701747584","Cruise line employment of men and women contract seafarers from all over the world since the late twentieth century has produced what is called multinational or ‘mini UN’ crew on board large modern cruise ships. This phenomenon is encouraged by open ship registries that legally endorse and affirm the flexibilization of labour at sea. Labour flexibilization processes, however, are not characterized solely by the demand and supply of low wage seafarers. Rather, they are mediated by perceived traits ascribed to seafarers' passport citizenship, physiognomy and biological sex. Men seafarers from countries of the Global North and South, respectively and overwhelmingly dominate the shipboard positions of senior officers and lower level support staff. Women's positioning in this uniquely stratified maritime workforce depends perceptively as well on the association of nationality, race/ethnicity and gender, with that of shipboard work. Thus, although cruise ship crew diversity appears to signify a globali...","Men seafarers from countries of the Global North and South, respectively and overwhelmingly dominate the shipboard positions of senior officers and lower level support staff as mentioned in this paper. But women's positioning in this uniquely stratified maritime workforce depends perceptively as well on the association of nationality, race/ethnicity and gender with that of shipboard work."
"Crews of convenience from the South West Pacific: the 'German' sailors of Kiribati","https://scispace.com/paper/crews-of-convenience-from-the-south-west-pacific-the-german-5cmc7cm53r","2001","Journal Article","New Zealand journal of industrial relations","Richard Morris
Thomas Klikauer","","","Discusses the employment of Kiribati seafarers on German owned and flagged shipping. Examines the origins of the German shipping industry sponsored training and recruitment programmes on the Kiribati atolls. Assesses the implications of the creation of a manorial 'internal' labour market for German container shipping in the South West Pacific. Looks at the impact of labour participation in the international shipping industry on the former fisherfolk of Kiribati. Relates the experience of the Kiribati seafarers to the general 'flag of convenience' and 'crews of convenience' phenomenon, arguably the central issue in the current industrial and social study of global merchant shipping.","In this paper, the employment of Kiribati seafarers on German owned and flagged shipping is discussed and the origins of the German shipping industry sponsored training and recruitment programs on the Kiribata atolls."
