"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"A comparative analysis of two forms of stakeholder participation in European aquaculture governance: self-regulation and integrated coastal zone management","https://scispace.com/paper/a-comparative-analysis-of-two-forms-of-stakeholder-3vrj7zuop2","2005","Book Chapter","","Selina M. Stead","10.1007/1-4020-3778-3_10","http://ndl.ethernet.edu.et/bitstream/123456789/71923/1/55.pdf#page=198","… Coastal Zone Management (ICZM), where participation is (ideally) shared by all stakeholders. In this chapter, both forms of stakeholder participation are … aquaculture governance lies in …","European aquaculture governance contains elements of the three main modes of governance: 1) hierarchical; 2) market; and 3) participative. This chapter focuses on the participative mode, both because it is the dominant mode, and because it offers a better prospect for the future of the aquaculture industry than either of the other two modes. There are two distinct forms of stakeholder participation: a) self-regulation, where participation is largely confined to the industry; and b) Integrated Coastal Zone Management (ICZM), where participation is (ideally) shared by all stakeholders. In this chapter, both forms of stakeholder participation are explained and evaluated, and the conclusion is drawn that the future of European aquaculture governance lies in strengthening the element of ICZM relative to the element of self-regulation."
"Exploring social justice in marine spatial planning: planner and stakeholder perspectives and experiences in the Baltic Sea Region","https://scispace.com/paper/exploring-social-justice-in-marine-spatial-planning-planner-5dncm89k7o","2023","Journal Article","Journal of Environmental Planning and Management","Ignė Stalmokaitė
Ralph Tafon
Fred Saunders
Kira Gee
Michael Gilek
Aurelija Armoškaitė
Anda Ikauniece
Maciej Matczak
Jakub Turski
Jacek Zaucha","10.1080/09640568.2023.2279512","https://www.tandfonline.com/doi/pdf/10.1080/09640568.2023.2279512","… social justice in marine governance and MSP, there is limited empirically informed understanding of how social justice … indicate that the participation of coastal municipalities in MSP was …","This article contributes to the increasing traction of social justice in marine spatial planning (MSP) by exploring perceptions and experiences of social justice from the viewpoint of planners and different social groups who were included and (self)excluded in MSP processes. The study builds on empirical material from Poland, Latvia, and Germany consisting of interviews, MSP legislation, and documents that were analysed through the lens of a multidimensional social justice framework centring on recognition, representation, distribution, and capabilities. Results indicate that MSP institutional arrangements constrain possibilities for marginalised and less consolidated actor groups (residents, coastal tourism, and small-scale fisheries) to enjoy the same degree of recognition that is given to groups representing strategic national interests (renewable energy and shipping). We also highlight the role of planners’ self-reflectivity in enhancing/depriving capabilities of vulnerable social groups whose wellbeing and multidimensional relationships with the sea call for institutional responses adaptive to specific planning contexts. "
"Institutionalizing injustice? Aligning governance orders in Swedish small-scale fisheries","https://scispace.com/paper/institutionalizing-injustice-aligning-governance-orders-in-2gp8z5i3","2022","Journal Article","MARE publication series","Sebastian Linke","10.1007/978-3-030-89624-9_28","","… governance institutions and processes. We conclude that innovations are needed to improve social justice … rivalled only by civil servants representing coastal municipalities and county …","Our study investigates how small-scale fisheries’ interests are represented in Swedish fisheries governance from a social justice perspective, linking these findings to the transnational case of the Baltic Sea Advisory Council, which connects Swedish and EU fisheries governance. In neither the Swedish national system nor the Baltic Sea Advisory Council are small-scale fisheries justly represented; rather, the small-scale sector is persistently marginalized and disempowered. The importance of small-scale fisheries for society is highly accentuated on the meta-level of governance, namely in principles and policy documents, while existing institutions, as shown through results from a national survey, are inappropriately designed and malfunctioning for small-scale fisheries’ interests and participation. Furthermore, our results show that fishers have negative views and experiences about existing governance institutions and processes. We conclude that innovations are needed to improve social justice for small-scale fisheries in Sweden and the EU. If small-scale fishers are to contribute towards shaping their own futures, they must be able to influence decision-making and policies that affect their daily lives. "
"The disaster resilience assessment of coastal areas: A method for improving the stakeholders' participation","https://scispace.com/paper/the-disaster-resilience-assessment-of-coastal-areas-a-method-wtttxkc7b2","2021","Journal Article","Ocean & Coastal Management","Arianna Morelli
Andrea Taramelli
Fabio Bozzeda
Fabio Bozzeda
Emiliana Valentini
Marina Antonia Colangelo
Yandy Rodríguez Cueto","10.1016/J.OCECOAMAN.2021.105867","https://cris.unibo.it/bitstream/11585/836285/4/Colangelo%20Disaster%20resilience%20Post%20print..pdf","… The method has been applied in the framework of coastal exposure to flood, by involving 18 municipalites of the Po River Delta (Italy). The interactions of the, physical and …",""
"Participation and representation in governing multiple-use marine ecosystems","https://scispace.com/paper/participation-and-representation-in-governing-multiple-use-4pd7vclo0g","2018","Journal Article","Australian journal of maritime and ocean affairs","Maree Fudge","10.1080/18366503.2018.1536314","https://www.researchgate.net/profile/Maree-Fudge/publication/328505806_Participation_and_representation_in_governing_multiple-use_marine_ecosystems/links/5bfc6c77458515b41d106b23/Participation-and-representation-in-governing-multiple-use-marine-ecosystems.pdf","… In this case study, stakeholders’ perceptions of legitimacy, participation and the role of the representative state showed the state was held to be an essential though flawed institution for …","Stakeholder participation has become central to marine governance, a trend that is consistent with resource governance more broadly. Imperatives for increasing participation in marine governance reflect complex sociological trends, including population-driven change in coastal areas, increasing marine industry; climate-mediated changes in productivity; and decreasing trust in governing institutions. Despite this, marine governance research points to a paradox – efforts to increase participatory governance are leading towards decreasing legitimacy and low levels of trust in the governance system. This paper examines stakeholder perceptions of representation in the context of efforts to achieve effective participatory governance of a multiple-use marine commons: the D’Entrecasteaux-Huon Channel region in Tasmania, Australia. Political representation was found to be an essential component of stakeholders’ assessment of the legitimacy of the governance of multiple-use marine systems. At the same time, representation was found to be a contradictory component that could not necessarily be settled by ideal type institutional rules for participation in governance. This paper suggests that rethinking how representation can be managed institutionally within the network context is warranted. It contributes to marine governance research by directly facing the complexity of representation in participatory initiatives, and signals a potential avenue for examining the challenges of participatory governance of shared marine systems."
"Meaningful Multi-Stakeholder Participation via Social Media in Coastal Fishing Village Spatial Planning and Governance","https://scispace.com/paper/meaningful-multi-stakeholder-participation-via-social-media-0hiikcjm10es","2025","Journal Article","Water","Jing Wang
Shu-Chen Tsai","10.3390/w17111703","","… coastal … -stakeholder engagement model in traditional fishing villages. The main aim is to illustrate contemporary issues that fishing villages’ spaces need to deal with in governance and …",""
"Governance and Community Participation in Marine and Coastal EbA in SADC.","https://scispace.com/paper/UbEmTHRidj0J","","","","C MACAMO","","https://saiia.org.za/wp-content/uploads/2023/05/SAIIA_OP-348_GovernanceCommunityParticipationEbA.pdf","… understand the role of community participation in EbA in the … It is notable that the climate change adaptation plan for coastal … This document clearly recognises the coastal community as …",""
"Enhancing the Sustainability of Blue Economy Projects in Kenya's Coastal Region: The Role of Strategic Grassroots Community Participation in Community-Based …","https://scispace.com/paper/KQmlbIrUgeAJ","","","","M Otundo Richard","","","… to effective participation. This study highlights the importance of inclusive governance, … development in enhancing the sustainability of Blue Economy projects. The findings provide …",""
"Towards sustainability of marine governance: Challenges and enablers for stakeholder integration in transboundary marine spatial planning in the Baltic Sea","https://scispace.com/paper/towards-sustainability-of-marine-governance-challenges-and-3wcn8i6nhf","2019","Journal Article","Ocean & Coastal Management","Andrea Morf
John Moodie
Kira Gee
Alberto Giacometti
Michael Kull
Joanna Piwowarczyk
Kerstin S. Schiele
Jacek Zaucha
Ilhan Kellecioglu
Anne Luttmann
Helena Strand","10.1016/J.OCECOAMAN.2019.04.009","","… The article finds that with the exception of statutory authorities, stakeholder engagement in … inclusive forms of participation. This can reduce the quality and legitimacy of MSP processes …",""
"Plastic pollution challenges in marine and coastal environments: from local to global governance","https://scispace.com/paper/plastic-pollution-challenges-in-marine-and-coastal-44x9tum7wb","2017","Journal Article","Restoration Ecology","Joanna Vince
Britta Denise Hardesty","10.1111/REC.12388","https://figshare.utas.edu.au/articles/journal_contribution/Plastic_pollution_challenges_in_marine_and_coastal_environments_from_local_to_global_governance/23214968/1/files/40914866.pdf","… and therefore the governance solutions are complex. Although … challenge where successful governance and environmental … scientific expertise, community participation, and market-…","Plastic pollution in the marine and coastal environment is a challenging restoration and governance issue. Similar to many
environmental problems, marine plastic pollution is transboundary and therefore the governance solutions are complex.
Although the marine environment is unlikely to return to the condition it was in before the ""plastic era,"" it is an example
of an environmental restoration challenge where successful governance and environmental stewardship would likely result in
a healthier global oceanic ecosystem.We argue that a holistic, integrated approach that utilizes scientific expertise, community
participation, and market-based strategies is needed to significantly reduce the global plastic pollution problem."
