"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"‘There just can’t be green without blue’: Sustainability and fishers in the EU’s blue economy","https://scispace.com/paper/there-just-cant-be-green-without-blue-sustainability-and-d095omhq5qbv","2025","Journal Article","Revista Catalana de Dret Ambiental","Emily Cunniffe","10.17345/rcda4124","","El treball a la pesca està entrellaçat amb la natura, i els efectes del canvi climàtic i la degradació del medi ambient ja es deixen sentir. Per fer front al canvi climàtic, el 2019, la UE va publicar una nova estratègia de creixement, el Pacte Verd Europeu (EGD), que busca desvincular el creixement de l'ús de recursos i assolir la neutralitat climàtica per al 2050. L'EGD reconeix que una economia blava sostenible és important per aquests objectius. Però què significa una economia blava sostenible per als que treballen en un dels seus principals sectors, la pesca? Aquest article examina dos instruments clau de la legislació pesquera de la UE, la Política Pesquera Comuna (PPC) i la Directiva sobre el treball a la pesca 2017/159. La sostenibilitat -econòmica, mediambiental i social- és un objectiu clau de la PPC, però la sostenibilitat social continua estant poc desenvolupada. Alhora, la Directiva sobre el treball en la pesca conté poques disposicions que vinculin les proteccions laborals amb el medi ambient. Aquest article sosté que la legislació pesquera ha creat una falsa disjuntiva entre la regulació del treball i la del medi ambient, cosa que té com a conseqüència obstaculitzar qualsevol recerca significativa de la sostenibilitat o d'una transició justa al sector. ","This study examines the EU's blue economy and its impact on fisheries, highlighting the disconnect between labor regulations and environmental sustainability, hindering research on sectoral sustainability and a just transition."
"The labor market in the Blue Economy","https://scispace.com/paper/the-labor-market-in-the-blue-economy-27849aiuz5","2018","Journal Article","","Costel Stanca
Ana Olteanu
Viorela Stinga","10.1088/1742-6596/1122/1/012026","","The main objective of the “blue economy” is to ensure environmental sustainability while promoting social inclusion, economic growth and preservation or improvement of livelihoods (UNCTAD 2014, UNDESA 2014). According to the World Bank in Europe, the Blue Economy represents nearly 5.4 million jobs and generates a gross added value of approximately €500 billion per year. Through this paper we emphasized the impact of the blue economy on the labor market.",""
"The potential of the Blue Economy to promote the generation of sustainable employment in the European Union","https://scispace.com/paper/the-potential-of-the-blue-economy-to-promote-the-generation-dbik794thty2","2025","Journal Article","Journal of business and socio-economic development","Pedro Antonio Martín Cervantes
Samuel Ο. Idowu
Pablo de Frutos Madrazo
Juan Carlos Frechoso Remiro","10.1108/jbsed-06-2025-0221","","Purpose This study explores the contribution of the Blue Economy to employment generation across the European Union from 2009 to 2017. It seeks to identify the most influential sectors in the development of blue jobs and examine their geographical distribution across EU sea basins. Design/methodology/approach A panel data regression model was applied to a balanced dataset covering 27 EU member states. The model identifies sectoral impacts on employment, highlighting both positive and negative contributors within the Blue Economy. The analysis is disaggregated by the eight EU sea basins. Findings Results indicate that coastal tourism remains the most influential sector in generating blue jobs, followed by Maritime Transport and the exploitation of non-renewable marine resources. Conversely, fisheries and aquaculture show a negative relationship with job creation, likely due to climate change and restrictive EU quota policies. Research limitations/implications The study focuses on the 2009–2017 period and does not consider recent disruptions such as COVID-19 or geopolitical conflicts. Future research should extend the analysis to more recent data. Practical implications Findings support the design of targeted public policies that strengthen tourism and transport sectors as engines of sustainable maritime employment. Social implications The Blue Economy can promote inclusive job creation across the EU, even in landlocked areas, contributing to regional cohesion. Originality/value This research contributes novel empirical evidence on blue employment in the EU by incorporating all member states and examining the spatial dimension of job distribution across sea basins. It offers a comprehensive picture of how blue employment evolves and affects both coastal and landlocked countries. ","This study examines the Blue Economy's contribution to employment generation in the EU from 2009-2017, identifying coastal tourism, maritime transport, and non-renewable marine resources as key sectors, while fisheries and aquaculture show negative job creation impacts."
"Labor Market Dynamics in the Maritime Industry. Sea Agglomerations","https://scispace.com/paper/labor-market-dynamics-in-the-maritime-industry-sea-2u7r8bo7ob","2019","Proceedings Article","","Simona Mina","10.18662/LUMPROC.165","https://scispace.com/pdf/labor-market-dynamics-in-the-maritime-industry-sea-2u7r8bo7ob.pdf","One of the hypotheses of the present study is that the trend in human resources in maritime organizations in the European system is declining and the number of European sailors is decreasing steadily. Despite the efforts made by some governments in the Member States of the European Union, the policies aimed at reducing the decline in the labour market of the maritime industry in Europe, the number of European sailors is continuing to decline. The present scientific opinion joins the efforts of the institutions to find the reasons why the evolution of the human resources in the European maritime organizations is descending.A second hypothesis of the study is linked to the EU's desire to implement effective policies in supporting the entire maritime conglomerate in the long run, with the review and modification of all previously implemented policies. The paper examines the possible types of subsidies granted by Member States to shipping companies and ship owners and how this financial support will lie in the degree of engagement and activation of seafarers domiciled in the EU, within the maritime labour market.","In this paper, the authors examined the possible types of subsidies granted by Member States to shipping companies and ship owners and how this financial support will lie in the degree of engagement and activation of seafarers domiciled in the EU, within the maritime labour market."
"Brechas de género en el empleo de la Economía Azul: en especial, en el sector marítimo","https://scispace.com/paper/brechas-de-genero-en-el-empleo-de-la-economia-azul-en-32v7yh71xaj5","2024","Journal Article","Lan harremanak","Francisca Bernal Santamaría","10.1387/lan-harremanak.27093","","La economía azul es un sector estratégico, motor de la economía y que está en pleno auge. En la actualidad, numerosos foros académicos y profesionales tratan de enseñar sobre la importancia y la utilidad de las actividades que comprende la economía azul, muchas de ellas con altos beneficios económicos y para la riqueza de las naciones. En cualquier caso, es un sector indispensable para la vida humana y para la sociedad, para el intercambio de mercancías y para la transformación de los países y que debe ser sostenible e inclusivo. Efectivamente, en la actualidad se apuesta por una economía azul sostenible e inclusiva que debe tener presente la perspectiva de género. En esta sede de análisis apuntaremos los datos económicos y laborales que reseñan el valor económico y social, y nos detendremos para analizar los problemas que padecen las mujeres en las actividades laborales del sector marítimo y portuario. El motivo de esta elección descansa en que son industrias de las que se tienen datos sobre el nivel de presencia y de integración de las mujeres, pero que, sin embargo, siguen presentes unas brechas de género muy importantes que se deben combatir. ","This study examines the economic and labor data of the blue economy, particularly in the maritime sector, highlighting the significant gender gaps and disparities faced by women in these industries, emphasizing the need for a sustainable and inclusive approach."
"Les fournisseurs de main d’oeuvre maritime et le droit de l’Union européenne","https://scispace.com/paper/les-fournisseurs-de-main-d-oeuvre-maritime-et-le-droit-de-l-2dcwb0ejln","2016","","","Sylvain Mercoli","","https://hal.archives-ouvertes.fr/hal-01470462/document","Soucieux d’optimiser leurs couts d’exploitation, nombre d’armateurs recourent aux agences de manning, intermediaires entre eux et l’equipage cosmopolite de leurs navires, qui naviguent, le plus souvent, sur les registres de libre immatriculation pronant le «minimum minimorum» en matiere sociale. Ce modele economique qui repose sur la recherche d’un abaissement du cout social a bord doit desormais compter avec l’entree en vigueur de la Convention du travail maritime de 2006 («CTM 2006») qui impose aux Etats membres de nouvelles obligations en matiere de controle des societes de prets de main d’oeuvre. Integree pour partie dans l’ordre communautaire, cette nouvelle regulation sociale internationale illustre neanmoins les difficultes de l’Union europeenne a concevoir une reponse commune a une pratique internationale generalisee de dumping social en mer. Si le principe de la responsabilite sociale des Etats a l’egard du manning est pose par la CTM 2006, l’absence de regulation communautaire de cette activite laisse le controle des
entreprises de travail maritime a la seule appreciation des Etats les plus diligents en matiere sociale","In this paper, a modele economique qui repose sur la recherche d'un abaissement du cout social a bord doit desormais compter avec l'entree en vigueur de la Convention du travail maritime de 2006 (CTM 2006), which impose aux Etats membres de nouvelles obligations en matiere de controle des societes de prets de main d'oeuvre."
"Fostering Sustainable Growth Through the Blue Economy: Balancing Prosperity and Marine Conservation","https://scispace.com/paper/fostering-sustainable-growth-through-the-blue-economy-3hfj3feo5vra","","","","Rashed Ahmed","10.20944/preprints202407.2584.v1","","The Blue Economy represents a sustainable development model emphasizing the responsible use of ocean resources to foster economic growth while preserving marine ecosystems. This approach aims to balance economic prosperity with environmental conservation, recognizing the oceans' crucial role in supporting life on Earth. Key sectors within the Blue Economy include fisheries, tourism, renewable energy, maritime transportation, and aquaculture. As global populations rise and climate change impacts intensify, the Blue Economy is increasingly seen as essential for addressing global challenges and promoting sustainable development. Responsible fisheries management, such as implementing fishing quotas and creating marine protected areas, is crucial to combat overfishing and ensure food security. Sustainable aquaculture practices further alleviate pressure on wild fish stocks. Marine tourism, or ecotourism, promotes responsible practices that benefit local communities and the marine environment. Activities like beach clean-ups, wildlife conservation, and responsible diving practices are integral to this sector, supporting local economies and conservation initiatives. The Blue Economy significantly impacts the global economy, with the potential to double its contribution to the world's GDP by 2030. Sustainable marine sectors create jobs, drive economic growth, and contribute to energy security by harnessing renewable ocean-based energy sources. Additionally, the Blue Economy fosters innovation and technological advancements, enhancing competitiveness across various industries. Despite its potential, the Blue Economy faces challenges like overfishing, pollution, and climate change, which threaten marine biodiversity and ecosystems. Addressing these issues requires international cooperation, effective governance, and public awareness to promote sustainable practices and protect marine resource.","The Blue Economy balances economic growth with marine conservation, emphasizing responsible use of ocean resources to foster sustainable development, create jobs, and drive economic growth, while addressing challenges like overfishing, pollution, and climate change through international cooperation and effective governance."
"The role of marine and diving authorities in workforce development in the blue economy","https://scispace.com/paper/the-role-of-marine-and-diving-authorities-in-workforce-3uukunrh","2022","Journal Article","Frontiers in Marine Science","Zahidah Afrin Nisa","10.3389/fmars.2022.1014645","","Island governments have made decent work and social protection their highest policy priority, aiming to link them to the so-called blue economy sectors such as fisheries. The development of small-scale commercial fishing is primarily driven by transnational fisheries trade and depends on dive fisher labour force facing issues with deficits in decent work, health and safety, and safety at sea provisions. Given the macro-policy priorities for decent work in the transition of small island developing states (SIDS) to blue economy, this paper examines the development interventions in small-scale commercial fisheries trade that have exacerbated unsafe marine working conditions of dive fishers. Despite significant investments in developing commercial fisheries trade, the mismatch between macro-level decisions and micro-level labour needs has hardly been explored via the blue economy and sustainable development goal interlinkages. This study used a qualitative research approach to examine the unsafe working conditions of dive fishers and examined why dive-related accidents and fatalities occur in commercial fisheries in the first place. A systematic approach in the analysis of diving accidents helps the study to, firstly, highlight the gaps between macro policy and practice at the national and global levels. Secondly, the approach helps explore the need for a coherent approach to policy integration that bridges the gap between the macro and operational levels of small-scale fisheries labour force. The study analyses the International Labour Organization’s decent work instruments with SIDS sustainable development priorities for fisheries workforce and points out that governments must be responsible at the macro level for managing accidents at sea and building a safe diving workforce through competent marine and diving authorities.","In this paper , the authors examined the development interventions in small-scale commercial fisheries trade that have exacerbated unsafe marine working conditions of dive fishers and examined why dive-related accidents and fatalities occur in commercial fisheries in the first place."
"Salaires et embauches des marins au 21e siècle. La place des pays d’Europe centrale et orientale","https://scispace.com/paper/salaires-et-embauches-des-marins-au-21e-siecle-la-place-des-2xk8o524","2022","Journal Article","Cahiers d'histoire","Arnaud Le Marchand","10.4000/chrhc.19843","","Au milieu du 20e siècle le travail maritime s’effectuait sur des bases nationales et protégées, alors qu’à partir du développement des pavillons de complaisance dans les années 1970, puis avec les progrès du néolibéralisme dans les années 1990, un modèle de travail globalisé s’est développé dans la marine de commerce. La transition des économies socialistes de l’Est européen vers l’économie de marché, puis l’élargissement de l’Union européenne, ont amené de nouveaux marins sur ce marché. Cette situation a incité les organisations syndicales d’Europe de l’Ouest à se rapprocher du syndicalisme transnational, tandis qu’employeurs et syndicats des pays d’Europe centrale et orientale (PECO) devaient acquérir la pratique de la négociation collective. Les salaires des marins en Europe ont convergé, alors qu’ils continuaient de diverger dans l’industrie à terre. ","Au milieu du 20e siècle le travail maritime s’effectuait sur des bases nationales and protégées, alors qu’à partir du développement des pavillons de complaisance dans les années 1970, puis avec les progrès du néolibéralisme dans la marine de commerce as discussed by the authors , un modèle de travisail globalisé s'effectuabou et al."
"Building an inclusive and equitable new blue economy","https://scispace.com/paper/building-an-inclusive-and-equitable-new-blue-economy-tos2ut930j","2021","Book Chapter","","Benjamin E. Cuker
Deidre M. Gibson","10.1016/B978-0-12-821431-2.00046-9","","The new blue economy (NBE) will require a workforce educated in new ways. The old blue economy (OBE) is built of a legacy of labor relationships shaped by centuries of profit-motivated exploitation of workers and aquatic resources. This toll of exploitation falls hardest on people of color. Education of the workforce of the NBE must reject the tradition of exploitation for a new vision of shared ownership that places high value on human diversity and sustainable use of marine resources. This means educating all participants in the workforce, from laborers to managers, about alternative business models and the value of diversity and equity.","The new blue economy (NBE) will require a workforce educated in new ways as discussed by the authors, which means educating all participants in the workforce, from laborers to managers, about alternative business models and the value of diversity and equity."
"Recrutements, formations et carrières dans la marine marchande en Europe.","https://scispace.com/paper/recrutements-formations-et-carrieres-dans-la-marine-1p9cyai0ke","2012","","","Patrick Chaumette","","https://halshs.archives-ouvertes.fr/halshs-01481281/document","L'article s'efforce d'analyser le marche du travail maritime europeen de la marine marchande, a travers l'evolution historique de ce secteur, l'internationalisation de cette activite de transports maritimes. Les systemes de formation maritime, sont nationaux, meme s'ils relevent d'une convention internationale STCW, d'une mise en oeuvre et d'une evaluation europeenne. La prohibition europeenne des aides d'Etats laisse peu de place a des mesures sociales incitatives a l'emploi d'officiers europeens, en depit de la generalisation de la taxe au tonnage. Le transport maritime intracommunautaire ne dispose pas d'un regime protecteur. Quels sont alors les marges de manoeuvre en matiere de formation et de gestion des carrieres ?","In this article, the authors evaluate le marche du travail maritime europeen de la marine marchande, a travers l'evolution history of this sectoreur, l'internationalisation of transport maritimes, and les systemes de formation maritime, sont nationaux, meme s'ils relevent d'une convention internationale STCW, d'un mise en oeuvre and d'one evaluation europeenne."
"The European Social Dialogue in Perspective: Its future potential as an autopoietic system and lessons from the global maritime system of industrial relations","https://scispace.com/paper/the-european-social-dialogue-in-perspective-its-future-14zgtimwmi","2017","Dissertation","","Ann-Christine Hartzén","","https://lup.lub.lu.se/search/ws/files/29588257/e_spik_20Hartzen.pdf","There are three starting points for this thesis. First, there is the system of ESD, which is criticised for lacking capacity to improve the working conditions within the EU. Secondly, there is the ...","In this paper, the system of ESD is criticised for lacking capacity to improve the working conditions within the EU and there are three starting points for this thesis: first, there is the ESD system, which is criticised as lacking capacity for improving working conditions."
"Maritime Labour Law","https://scispace.com/paper/maritime-labour-law-4me3fm9te2je","2016","Journal Article","","Douglas B Stevenson","10.1093/law/9780199683932.003.0008","","Abstract This chapter outlines the development of international maritime labour law. It highlights provisions concerning the overall working conditions and health of seafarers. Protecting seafarers is one of the principal reasons for the development of maritime law. Despite being highly skilled, seafarers can become victims of exploitation, abuse, and discrimination. Furthermore, they are often away from land-based institutions that provide aid and protection. By the beginning of the twentieth century, labour unrest led to the creation of the International Labour Organization (ILO), which seeks to improve the lives of workers. The chapter analyses the Maritime Labour Convention 2006, which provides a comprehensive statement of seafarers’ rights such as standards for conditions of employment, hours of work and rest, accommodation, recreational facilities, food and catering, and health protection. ","This chapter explores the development of international maritime labour law, focusing on seafarers' working conditions, health, and rights, particularly under the Maritime Labour Convention 2006, which aims to protect seafarers from exploitation and abuse."
