evidence_id,sector,axis_group,axis_code
evidence:doi:10.7225/toms.v14.n03.013,maritime_transport,MARITIME,T
evidence:doi:10.7490/f1000research.1119716.1,coastal_tourism,OCEANIC,O
evidence:doi:10.7717/peerj-cs.3625,renewable_energy,OCEANIC,O
evidence:doi:10.9734/ajmpcp/2026/v9i2469,r_i,OCEANIC,O
evidence:doi:10.9734/bpi/nhstc/v12/7760,desalination,HYDRONIZATION,H
evidence:doi:10.9753/icce.v38.management.232,coastal_tourism,OCEANIC,O
evidence:title:05eff7489f857d83,port_activities,MARITIME,T
evidence:title:06ee9d41ad0d3c29,infra_robotics,MARITIME,T
evidence:title:1657040f45b560f9,port_activities,MARITIME,T
evidence:title:3e7f711005401c21,maritime_transport,MARITIME,T
evidence:title:4c70444f7b5e5c06,maritime_defence,MARITIME,T
evidence:title:5767bfc552f7508b,coastal_tourism,OCEANIC,O
evidence:title:7abe1d1ae0c6787b,port_activities,MARITIME,T
evidence:title:87275667d84d626e,maritime_defence,MARITIME,T
evidence:title:99d52148cc9e18a5,maritime_transport,MARITIME,T
evidence:title:9fd09e9cd02cf455,port_activities,MARITIME,T
evidence:title:b49b01ea9b60489b,blue_biotech,MARINE,M
evidence:title:b641e5af1f733ece,infra_robotics,MARITIME,T
evidence:title:c279d7d1bdf4d4ab,maritime_transport,MARITIME,T
