query_id,sector_slug,query_family,query_text,provider,provider_canonical,execution_status,returned_record_count,normalized_record_count,contributed_record_count,raw_record_count,accepted_record_count,excluded_outside_time_window_count,excluded_missing_year_count,from_year,to_year,declared_sort_strategy,sort_status,declared_sampling_mode,declared_pages,declared_rows_per_page,sampling_status,time_window_status,requested_constraint_filters,applied_constraint_filters,unsupported_constraint_filters,unapplied_constraint_filters,validity_warnings,errors,warnings
Q_BLUE_BIOTECH_CORE_001,blue_biotech,core_sector,marine biotechnology blue bioeconomy innovation governance,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""biotechnology"" AND ""blue"" AND ""bioeconomy"" AND ""innovation"" AND ""governance"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_CORE_001,blue_biotech,core_sector,marine biotechnology blue bioeconomy innovation governance,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_CORE_002,blue_biotech,core_sector,bioprospecting marine genetic resources benefit sharing,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.195 wait_seconds=1.195|Crossref retry terminal_status=success attempt=2
Q_BLUE_BIOTECH_CORE_002,blue_biotech,core_sector,bioprospecting marine genetic resources benefit sharing,openalex,openalex,completed,150,150,148,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_CORE_002,blue_biotech,core_sector,bioprospecting marine genetic resources benefit sharing,scopus,scopus,completed,25,14,14,25,14,11,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""bioprospecting"" AND ""marine"" AND ""genetic"" AND ""resources"" AND ""benefit"" AND ""sharing"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_CORE_002,blue_biotech,core_sector,bioprospecting marine genetic resources benefit sharing,wos,wos,completed,16,8,8,16,8,8,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_CORE_003,blue_biotech,core_sector,marine biomaterials pharmaceuticals bioremediation sustainability,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.024 wait_seconds=1.024|Crossref retry terminal_status=success attempt=2
Q_BLUE_BIOTECH_CORE_003,blue_biotech,core_sector,marine biomaterials pharmaceuticals bioremediation sustainability,openalex,openalex,completed,150,150,143,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_CORE_003,blue_biotech,core_sector,marine biomaterials pharmaceuticals bioremediation sustainability,scopus,scopus,completed,2,2,2,2,2,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""biomaterials"" AND ""pharmaceuticals"" AND ""bioremediation"" AND ""sustainability"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_CORE_003,blue_biotech,core_sector,marine biomaterials pharmaceuticals bioremediation sustainability,wos,wos,completed,1,1,1,1,1,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_EMRG_001,blue_biotech,emerging_demand,marine biotechnology AI digital twin sustainability just transition,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.368 wait_seconds=1.368|Crossref retry terminal_status=success attempt=2
Q_BLUE_BIOTECH_EMRG_001,blue_biotech,emerging_demand,marine biotechnology AI digital twin sustainability just transition,openalex,openalex,completed,150,150,139,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_EMRG_001,blue_biotech,emerging_demand,marine biotechnology AI digital twin sustainability just transition,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""biotechnology"" AND ""AI"" AND ""digital"" AND ""twin"" AND ""sustainability"" AND ""just"" AND ""transition"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_EMRG_001,blue_biotech,emerging_demand,marine biotechnology AI digital twin sustainability just transition,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_EMRG_002,blue_biotech,emerging_demand,marine genetic resources ocean literacy governance climate adaptation,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_EMRG_002,blue_biotech,emerging_demand,marine genetic resources ocean literacy governance climate adaptation,openalex,openalex,completed,150,150,136,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_EMRG_002,blue_biotech,emerging_demand,marine genetic resources ocean literacy governance climate adaptation,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""genetic"" AND ""resources"" AND ""ocean"" AND ""literacy"" AND ""governance"" AND ""climate"" AND ""adaptation"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_EMRG_002,blue_biotech,emerging_demand,marine genetic resources ocean literacy governance climate adaptation,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_HYP_001,blue_biotech,hypothesis_verification,blue biotech maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,150,146,146,150,146,4,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.203 wait_seconds=1.203|Crossref retry terminal_status=success attempt=2
Q_BLUE_BIOTECH_HYP_001,blue_biotech,hypothesis_verification,blue biotech maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,openalex,openalex,completed,0,0,0,0,0,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_HYP_001,blue_biotech,hypothesis_verification,blue biotech maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""blue"" AND ""biotech"" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_HYP_001,blue_biotech,hypothesis_verification,blue biotech maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_THY_001,blue_biotech,theory_translation,blue biotech qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,150,147,147,150,147,3,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_THY_001,blue_biotech,theory_translation,blue biotech qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,openalex,openalex,completed,0,0,0,0,0,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_THY_001,blue_biotech,theory_translation,blue biotech qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""blue"" AND ""biotech"" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_THY_001,blue_biotech,theory_translation,blue biotech qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_BLUE_BIOTECH_VAL_001,blue_biotech,validation_eqf_translation,marine biotechnology EQF qualification framework micro-credential professional development,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.46 wait_seconds=1.46|Crossref retry terminal_status=success attempt=2
Q_BLUE_BIOTECH_VAL_001,blue_biotech,validation_eqf_translation,marine biotechnology EQF qualification framework micro-credential professional development,openalex,openalex,completed,2,2,2,2,2,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_BLUE_BIOTECH_VAL_001,blue_biotech,validation_eqf_translation,marine biotechnology EQF qualification framework micro-credential professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""biotechnology"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""professional"" AND ""development"")'; logical_pages_attempted=1"
Q_BLUE_BIOTECH_VAL_001,blue_biotech,validation_eqf_translation,marine biotechnology EQF qualification framework micro-credential professional development,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_COASTAL_TOURISM_COMP_001,coastal_tourism,competence_demand,coastal tourism workforce skills competences training professional development,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.187 wait_seconds=1.187|Crossref retry terminal_status=success attempt=2
Q_COASTAL_TOURISM_COMP_001,coastal_tourism,competence_demand,coastal tourism workforce skills competences training professional development,openalex,openalex,completed,150,150,132,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_COASTAL_TOURISM_COMP_001,coastal_tourism,competence_demand,coastal tourism workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""coastal"" AND ""tourism"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; logical_pages_attempted=1"
Q_COASTAL_TOURISM_COMP_001,coastal_tourism,competence_demand,coastal tourism workforce skills competences training professional development,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_COASTAL_TOURISM_COMP_002,coastal_tourism,competence_demand,marine ecotourism education learning outcomes curriculum qualification,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.379 wait_seconds=1.379|Crossref retry terminal_status=success attempt=2
Q_COASTAL_TOURISM_COMP_002,coastal_tourism,competence_demand,marine ecotourism education learning outcomes curriculum qualification,openalex,openalex,completed,38,38,34,38,38,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_COASTAL_TOURISM_COMP_002,coastal_tourism,competence_demand,marine ecotourism education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""ecotourism"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; logical_pages_attempted=1"
Q_COASTAL_TOURISM_COMP_002,coastal_tourism,competence_demand,marine ecotourism education learning outcomes curriculum qualification,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,core_sector,coastal tourism sustainability overtourism management,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.297 wait_seconds=1.297|Crossref retry terminal_status=success attempt=2
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,core_sector,coastal tourism sustainability overtourism management,openalex,openalex,completed,150,150,141,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,core_sector,coastal tourism sustainability overtourism management,scopus,scopus,completed,8,8,8,8,8,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""coastal"" AND ""tourism"" AND ""sustainability"" AND ""overtourism"" AND ""management"")'; logical_pages_attempted=1"
Q_COASTAL_TOURISM_CORE_001,coastal_tourism,core_sector,coastal tourism sustainability overtourism management,wos,wos,completed,5,5,5,5,5,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,core_sector,marine ecotourism blue economy livelihoods governance,crossref,crossref,completed,150,62,52,150,62,88,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.133 wait_seconds=1.133|Crossref retry terminal_status=success attempt=2
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,core_sector,marine ecotourism blue economy livelihoods governance,openalex,openalex,completed,150,150,143,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,core_sector,marine ecotourism blue economy livelihoods governance,scopus,scopus,completed,1,1,1,1,1,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""marine"" AND ""ecotourism"" AND ""blue"" AND ""economy"" AND ""livelihoods"" AND ""governance"")'; logical_pages_attempted=1"
Q_COASTAL_TOURISM_CORE_002,coastal_tourism,core_sector,marine ecotourism blue economy livelihoods governance,wos,wos,completed,2,2,2,2,2,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,core_sector,cruise tourism environmental impact governance,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.39 wait_seconds=1.39|Crossref retry terminal_status=success attempt=2
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,core_sector,cruise tourism environmental impact governance,openalex,openalex,completed,150,150,142,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,core_sector,cruise tourism environmental impact governance,scopus,scopus,completed,19,12,12,19,12,7,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""cruise"" AND ""tourism"" AND ""environmental"" AND ""impact"" AND ""governance"")'; logical_pages_attempted=1"
Q_COASTAL_TOURISM_CORE_003,coastal_tourism,core_sector,cruise tourism environmental impact governance,wos,wos,completed,19,13,13,19,13,6,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_COASTAL_TOURISM_EMRG_001,coastal_tourism,emerging_demand,coastal tourism climate adaptation resilience just transition safety,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.383 wait_seconds=1.383|Crossref retry terminal_status=success attempt=2
